Kt*_C_A_Cha,ΔKt*_C_A_Cha,Kt*_Cy_A_Cha,ΔKt*_Cy_A_Cha,Kt*_I_A_Cha,ΔKt*_I_A_Cha,Kt*_AD_A_Cha,ΔKt*_AD_A_Cha
0.5953,0.3115,,,0.9312,0.0486,0.5953,0.3115
0.9068,-0.0036,,,0.9798,-0.9798,0.9068,-0.0036
0.9032,-0.9032,,,0.8695,0.0033,0.9032,-0.9032
0.3187,0.1181,,,0.8727,-0.0447,0.3187,0.1181
0.4368,0.2374,,,0.8280,-0.2374,0.4368,0.2374
0.6742,-0.0446,,,0.5906,-0.2797,0.6742,-0.0446
0.6296,0.2233,,,0.3109,0.4917,0.6296,0.2233
0.8529,-0.1078,,,0.8026,-0.8026,0.8529,-0.1078
0.7451,0.0243,,,0.5219,-0.0206,0.7451,0.0243
0.7694,-0.0731,,,0.5014,0.1155,0.7694,-0.0731
0.6963,-0.2244,,,0.6168,0.0995,0.6963,-0.2244
0.4719,-0.2001,,,0.7163,-0.0053,0.4719,-0.2001
0.2718,0.1590,,,0.7110,0.0186,0.2718,0.1590
0.4309,0.2691,,,0.7296,0.1069,0.4309,0.2691
0.7000,-0.2124,,,0.8365,-0.0486,0.7000,-0.2124
0.4876,0.5157,,,0.7879,0.0373,0.4876,0.5157
0.8441,0.1631,,,0.7945,-0.1401,0.8441,0.1631
0.8455,-0.1441,,,0.7496,-0.1706,0.8455,-0.1441
0.7014,0.1018,,,0.5790,-0.1443,0.7014,0.1018
0.8032,-0.8032,,,0.4347,0.0345,0.8032,-0.8032
0.7722,0.1695,,,0.4692,0.2788,0.7722,0.1695
0.9416,0.0410,,,0.7479,0.2201,0.9416,0.0410
0.9826,0.0083,,,0.9680,-0.1584,0.9826,0.0083
0.9909,-0.9909,,,0.8097,-0.0896,0.9909,-0.9909
0.8427,-0.8427,,,0.7200,-0.0577,0.8427,-0.8427
0.6125,0.3396,,,0.6624,0.1087,0.6125,0.3396
0.9521,-0.9521,,,0.7710,0.0647,0.9521,-0.9521
0.9746,-0.9746,,,0.8357,-0.0089,0.9746,-0.9746
0.5378,-0.1788,,,0.8268,-0.1262,0.5378,-0.1788
0.3590,0.4401,,,0.7006,0.0968,0.3590,0.4401
0.7991,-0.7991,,,0.7974,-0.0230,0.7991,-0.7991
0.3131,0.4319,,,0.7744,0.0157,0.3131,0.4319
0.7450,-0.3100,,,0.7901,0.0233,0.7450,-0.3100
0.4349,-0.0386,,,0.8134,-0.1288,0.4349,-0.0386
0.3963,0.4225,,,0.6846,0.1484,0.3963,0.4225
0.8188,-0.2101,,,0.8330,-0.1846,0.8188,-0.2101
0.6087,-0.0335,,,0.6485,0.1686,0.6087,-0.0335
0.5752,0.0242,,,0.8170,-0.4073,0.5752,0.0242
0.5994,-0.5994,,,0.4098,0.4458,0.5994,-0.5994
0.4315,-0.1835,,,0.8556,0.0568,0.4315,-0.1835
0.2480,0.2297,,,0.9124,0.0581,0.2480,0.2297
0.4776,-0.4776,,,0.9705,-0.0307,0.4776,-0.4776
0.8041,-0.2775,,,0.9398,-0.1174,0.8041,-0.2775
0.5266,0.3555,,,0.8223,-0.0480,0.5266,0.3555
0.8821,-0.8821,,,0.7743,-0.7743,0.8821,-0.8821
0.9820,-0.1802,,,1.0006,-0.0955,0.9820,-0.1802
0.8018,-0.2831,,,0.9051,-0.0930,0.8018,-0.2831
0.5187,-0.0571,,,0.8120,-0.8120,0.5187,-0.0571
0.4616,0.0260,,,0.6737,0.1341,0.4616,0.0260
0.4875,0.2165,,,0.8078,0.0220,0.4875,0.2165
0.7040,-0.7040,,,0.8298,-0.8298,0.7040,-0.7040
0.7663,-0.1176,,,0.3916,0.5152,0.7663,-0.1176
0.6486,0.0783,,,0.9068,-0.9068,0.6486,0.0783
0.7269,0.0462,,,0.9499,-0.9499,0.7269,0.0462
0.7731,0.0803,,,0.6685,0.0519,0.7731,0.0803
0.8534,-0.8534,,,0.7204,0.0396,0.8534,-0.8534
0.2639,0.0378,,,0.7600,0.0317,0.2639,0.0378
0.3017,0.0908,,,0.7917,0.0212,0.3017,0.0908
0.3925,0.1949,,,0.8129,0.0191,0.3925,0.1949
0.5874,0.2608,,,0.8321,0.0168,0.5874,0.2608
0.8482,-0.2054,,,0.8489,0.0078,0.8482,-0.2054
0.6429,0.2664,,,0.8567,0.0153,0.6429,0.2664
0.9092,0.0483,,,0.8721,0.0167,0.9092,0.0483
0.9575,-0.4753,,,0.8887,0.0064,0.9575,-0.4753
0.4822,0.0585,,,0.8951,0.0093,0.4822,0.0585
0.5408,0.2074,,,0.9044,0.0041,0.5408,0.2074
0.7482,0.0845,,,0.9084,0.0032,0.7482,0.0845
0.8327,-0.2682,,,0.9117,0.0118,0.8327,-0.2682
0.5645,-0.2646,,,0.9235,0.0061,0.5645,-0.2646
0.2999,0.4195,,,0.9295,0.0032,0.2999,0.4195
0.7193,0.1413,,,0.9327,0.0089,0.7193,0.1413
0.8606,0.0596,,,0.9416,0.0015,0.8606,0.0596
0.9202,0.0841,,,0.9431,0.0002,0.9202,0.0841
0.9150,-0.9150,,,0.9536,-0.0004,0.9150,-0.9150
0.7584,-0.0430,,,0.9532,0.0090,0.7584,-0.0430
0.7154,0.1210,,,0.9622,-0.0027,0.7154,0.1210
0.8364,-0.2153,,,0.9594,-0.0029,0.8364,-0.2153
0.6211,0.0207,,,0.9565,0.0028,0.6211,0.0207
0.6418,0.1960,,,0.9593,-0.0014,0.6418,0.1960
0.8378,-0.3643,,,0.9579,0.0087,0.8378,-0.3643
0.4735,0.2308,,,0.9666,-0.0028,0.4735,0.2308
0.7043,-0.7043,,,0.9638,-0.0052,0.7043,-0.7043
0.8809,0.0616,,,0.9586,0.0021,0.8809,0.0616
0.9425,-0.1554,,,0.9607,0.0010,0.9425,-0.1554
0.7871,-0.1421,,,0.9618,0.0011,0.7871,-0.1421
0.6451,-0.1124,,,0.9628,0.0013,0.6451,-0.1124
0.5327,0.2345,,,0.9642,0.0106,0.5327,0.2345
0.7672,0.0243,,,0.9747,0.0009,0.7672,0.0243
0.7915,-0.1575,,,0.9756,0.0070,0.7915,-0.1575
0.6340,-0.1881,,,0.9827,0.0161,0.6340,-0.1881
0.4459,-0.1872,,,0.9987,0.0049,0.4459,-0.1872
0.5326,-0.5326,,,0.6786,0.1867,0.5326,-0.5326
0.6934,-0.6934,,,0.8653,-0.0165,0.6934,-0.6934
0.8172,-0.0899,,,0.8488,-0.5462,0.8172,-0.0899
0.7273,-0.4686,,,0.3026,0.3792,0.7273,-0.4686
0.2586,0.2194,,,0.6819,0.2497,0.2586,0.2194
0.4780,-0.4780,,,0.9316,-0.9316,0.4780,-0.4780
0.7446,-0.7446,,,0.5532,-0.0091,0.7446,-0.7446
0.6889,-0.2987,,,0.5441,-0.5441,0.6889,-0.2987
0.3902,-0.1845,,,0.9826,-0.9826,0.3902,-0.1845
0.2057,-0.0360,,,0.8995,0.0053,0.2057,-0.0360
0.1696,0.0634,,,0.9047,-0.9047,0.1696,0.0634
0.2330,0.0132,,,0.5757,0.0265,0.2330,0.0132
0.2462,-0.0128,,,0.6022,-0.6022,0.2462,-0.0128
0.2334,0.0192,,,0.9736,-0.4481,0.2334,0.0192
0.2526,-0.0492,,,0.5256,0.1055,0.2526,-0.0492
0.2034,-0.0426,,,0.6311,0.2140,0.2034,-0.0426
0.1608,0.0032,,,0.8450,-0.8450,0.1608,0.0032
0.1641,0.0025,,,0.6144,0.0699,0.1641,0.0025
0.1666,0.0745,,,0.6843,0.0458,0.1666,0.0745
0.2410,0.0632,,,0.7301,-0.0375,0.2410,0.0632
0.3043,0.0433,,,0.6926,-0.2161,0.3043,0.0433
0.3476,0.0701,,,0.4765,0.3103,0.3476,0.0701
0.4177,0.4283,,,0.7868,0.0394,0.4177,0.4283
0.8460,-0.8460,,,0.8262,0.0211,0.8460,-0.8460
0.3984,0.0227,,,0.8473,0.0127,0.3984,0.0227
0.4210,-0.0698,,,0.8601,0.0186,0.4210,-0.0698
0.3512,0.0731,,,0.8787,0.0062,0.3512,0.0731
0.4243,0.0357,,,0.8849,0.0076,0.4243,0.0357
0.4600,0.0203,,,0.8925,0.0103,0.4600,0.0203
0.4803,0.0208,,,0.9027,0.0123,0.4803,0.0208
0.5011,0.0709,,,0.9150,0.0047,0.5011,0.0709
0.5720,0.1236,,,0.9197,0.0071,0.5720,0.1236
0.6957,0.0803,,,0.9268,0.0052,0.6957,0.0803
0.7760,-0.0731,,,0.9320,0.0070,0.7760,-0.0731
0.7029,-0.1217,,,0.9390,0.0034,0.7029,-0.1217
0.5813,-0.1770,,,0.9424,-0.0068,0.5813,-0.1770
0.4042,0.0197,,,0.9357,0.0100,0.4042,0.0197
0.4239,0.0022,,,0.9457,-0.1621,0.4239,0.0022
0.4261,0.1355,,,0.7836,0.0496,0.4261,0.1355
0.5616,0.0113,,,0.8332,0.1741,0.5616,0.0113
0.5329,-0.0092,,,0.8003,0.1214,0.5329,-0.0092
0.5237,-0.1328,,,0.9218,-0.1422,0.5237,-0.1328
0.3909,0.0312,,,0.7796,-0.3522,0.3909,0.0312
0.4222,-0.0857,,,0.4273,0.3613,0.4222,-0.0857
0.3365,0.2694,,,0.7886,-0.5005,0.3365,0.2694
0.6059,-0.0721,,,0.2881,0.4054,0.6059,-0.0721
0.5338,-0.5338,,,0.6935,-0.6935,0.5338,-0.5338
0.8677,-0.3406,,,0.9695,-0.1662,0.8677,-0.3406
0.5271,-0.0466,,,0.8033,-0.2577,0.5271,-0.0466
0.4804,0.0014,,,0.5456,-0.5456,0.4804,0.0014
0.4818,0.0896,,,0.5026,0.2796,0.4818,0.0896
0.5714,0.0787,,,0.7822,-0.7822,0.5714,0.0787
0.6501,-0.0252,,,0.9476,-0.2829,0.6501,-0.0252
0.6249,0.1819,,,0.6646,-0.6646,0.6249,0.1819
0.8068,-0.8068,,,0.7680,-0.2306,0.8068,-0.8068
0.9645,-0.3934,,,0.5374,-0.5374,0.9645,-0.3934
0.5711,0.1131,,,0.4663,0.2138,0.5711,0.1131
0.6843,0.2004,,,0.6801,-0.6801,0.6843,0.2004
0.8846,-0.8846,,,0.5829,-0.2812,0.8846,-0.8846
0.9679,-0.0247,,,0.3017,-0.3017,0.9679,-0.0247
0.9431,-0.0596,,,0.8080,0.0376,0.9431,-0.0596
0.8836,0.0289,,,0.8457,0.0230,0.8836,0.0289
0.9124,-0.2875,,,0.8686,0.0123,0.9124,-0.2875
0.6249,0.2949,,,0.8809,0.0101,0.6249,0.2949
0.9198,-0.0398,,,0.8910,0.0207,0.9198,-0.0398
0.8800,-0.2731,,,0.9117,0.0074,0.8800,-0.2731
0.6068,0.3424,,,0.9191,0.0056,0.6068,0.3424
0.9493,-0.1916,,,0.9247,0.0060,0.9493,-0.1916
0.7576,0.0521,,,0.9306,0.0085,0.7576,0.0521
0.8097,0.0709,,,0.9391,0.0023,0.8097,0.0709
0.8806,0.0064,,,0.9414,0.0055,0.8806,0.0064
0.8870,0.0648,,,0.9468,0.0022,0.8870,0.0648
0.9518,-0.9518,,,0.9491,0.0052,0.9518,-0.9518
0.8254,-0.8254,,,0.9542,0.0010,0.8254,-0.8254
0.7369,-0.4661,,,0.9552,0.0057,0.7369,-0.4661
0.2708,-0.0026,,,0.9609,0.0045,0.2708,-0.0026
0.2682,-0.0315,,,0.9654,0.0036,0.2682,-0.0315
0.2367,-0.0252,,,0.9690,-0.0017,0.2367,-0.0252
0.2115,0.0700,,,0.9673,0.0010,0.2115,0.0700
0.2815,0.1149,,,0.9683,0.0025,0.2815,0.1149
0.3964,0.2855,,,0.9708,0.0041,0.3964,0.2855
0.6819,-0.6819,,,0.9748,-0.0019,0.6819,-0.6819
0.3863,-0.0515,,,0.9730,0.0127,0.3863,-0.0515
0.3348,0.0535,,,0.9857,0.0193,0.3348,0.0535
0.5036,-0.0237,,,0.7560,0.2382,0.5036,-0.0237
0.4799,0.1953,,,0.9942,-0.4514,0.4799,0.1953
0.6752,0.0179,,,0.5428,0.3690,0.6752,0.0179
0.6931,-0.1934,,,0.9119,-0.9119,0.6931,-0.1934
0.4997,0.0470,,,0.9192,-0.4551,0.4997,0.0470
0.5468,0.2814,,,0.4641,0.4344,0.5468,0.2814
0.8281,0.0249,,,0.8985,-0.8985,0.8281,0.0249
0.8531,-0.0242,,,0.7120,-0.3208,0.8531,-0.0242
0.8289,-0.0408,,,0.3912,0.2461,0.8289,-0.0408
0.7881,-0.7881,,,0.6373,-0.3455,0.7881,-0.7881
0.9455,-0.9455,,,0.2919,0.3447,0.9455,-0.9455
0.9743,-0.9743,,,0.6366,-0.3960,0.9743,-0.9743
0.9760,-0.9760,,,0.2406,0.3374,0.9760,-0.9760
0.5855,-0.5855,,,0.5780,-0.5780,0.5855,-0.5855
0.7082,0.0469,,,0.6708,-0.6708,0.7082,0.0469
0.7550,-0.0193,,,0.5710,0.0035,0.7550,-0.0193
0.7357,-0.2317,,,0.5745,-0.2083,0.7357,-0.2317
0.5041,0.0598,,,0.3662,0.0001,0.5041,0.0598
0.5639,0.1550,,,0.3663,0.5247,0.5639,0.1550
0.7189,-0.7189,,,0.8910,0.0256,0.7189,-0.7189
0.8131,-0.8131,,,0.9166,-0.9166,0.8131,-0.8131
0.9597,-0.2615,,,0.5252,-0.1360,0.9597,-0.2615
0.6982,0.1849,,,0.3892,0.0176,0.6982,0.1849
0.8831,-0.2867,,,0.4068,0.1007,0.8831,-0.2867
0.5964,-0.5964,,,0.5075,0.1020,0.5964,-0.5964
0.7299,-0.4488,,,0.6094,-0.0673,0.7299,-0.4488
0.2811,0.3800,,,0.5422,-0.0562,0.2811,0.3800
0.6611,-0.6611,,,0.4860,0.1283,0.6611,-0.6611
0.6231,-0.1720,,,0.6143,-0.6143,0.6231,-0.1720
0.4511,0.5074,,,0.7909,0.0437,0.4511,0.5074
0.9586,-0.9586,,,0.8346,0.1552,0.9586,-0.9586
0.6722,-0.2788,,,0.9898,-0.9898,0.6722,-0.2788
0.3934,0.0085,,,0.6991,-0.0283,0.3934,0.0085
0.4019,0.1596,,,0.6708,0.1308,0.4019,0.1596
0.5614,0.0441,,,0.8016,0.0229,0.5614,0.0441
0.6055,-0.1845,,,0.8244,-0.0706,0.6055,-0.1845
0.4210,-0.0069,,,0.7539,-0.7539,0.4210,-0.0069
0.4141,0.2415,,,0.8670,-0.2389,0.4141,0.2415
0.6556,0.0594,,,0.6281,0.0236,0.6556,0.0594
0.7150,-0.1549,,,0.6517,-0.0758,0.7150,-0.1549
0.5601,0.0260,,,0.5760,-0.0575,0.5601,0.0260
0.5861,0.1499,,,0.5185,0.4020,0.5861,0.1499
0.7360,-0.7360,,,0.9205,-0.9205,0.7360,-0.7360
0.3213,0.0843,,,0.7665,0.0755,0.3213,0.0843
0.4056,-0.0491,,,0.8420,0.0216,0.4056,-0.0491
0.3565,-0.0104,,,0.8636,0.1057,0.3565,-0.0104
0.3461,-0.0289,,,0.9692,-0.0576,0.3461,-0.0289
0.3172,0.0309,,,0.9117,-0.1495,0.3172,0.0309
0.3481,0.1361,,,0.7622,-0.0148,0.3481,0.1361
0.4842,0.0198,,,0.7474,0.1128,0.4842,0.0198
0.5039,0.0244,,,0.8602,0.1195,0.5039,0.0244
0.5283,0.0347,,,0.9797,-0.0514,0.5283,0.0347
0.5630,-0.0063,,,0.9283,-0.1890,0.5630,-0.0063
0.5567,0.0594,,,0.7394,0.2679,0.5567,0.0594
0.6399,0.0023,,,0.9917,-0.0283,0.6399,0.0023
0.6422,0.2095,,,0.9634,-0.9634,0.6422,0.2095
0.8517,-0.8517,,,0.9967,-0.9967,0.8517,-0.8517
0.8795,-0.0264,,,0.9664,-0.3768,0.8795,-0.0264
0.8531,-0.1772,,,0.5896,0.1983,0.8531,-0.1772
0.6759,0.0806,,,0.7879,0.1791,0.6759,0.0806
0.7565,-0.7565,,,0.9670,-0.1138,0.7565,-0.7565
0.9351,-0.9351,,,0.8532,-0.1919,0.9351,-0.9351
0.8784,-0.1847,,,0.6613,0.0817,0.8784,-0.1847
0.6937,-0.1530,,,0.7430,0.0283,0.6937,-0.1530
0.5408,-0.0928,,,0.7713,-0.7713,0.5408,-0.0928
0.4480,-0.0574,,,0.6619,-0.2366,0.4480,-0.0574
0.3906,-0.0983,,,0.4253,0.0265,0.3906,-0.0983
0.2923,-0.0458,,,0.4518,0.0125,0.2923,-0.0458
0.2465,0.0657,,,0.4643,0.4536,0.2465,0.0657
0.3123,0.1380,,,0.9179,-0.1078,0.3123,0.1380
0.4503,0.1492,,,0.8102,-0.8102,0.4503,0.1492
0.5995,-0.0659,,,0.8667,-0.1615,0.5995,-0.0659
0.5336,0.1831,,,0.7052,-0.7052,0.5336,0.1831
0.7167,0.2133,,,0.8772,-0.8772,0.7167,0.2133
0.9300,-0.9300,,,0.9343,-0.9343,0.9300,-0.9300
0.7200,0.1363,,,0.8521,-0.0135,0.7200,0.1363
0.8563,-0.0709,,,0.8387,0.0250,0.8563,-0.0709
0.7854,-0.7854,,,0.8637,0.0400,0.7854,-0.7854
0.7863,-0.4962,,,0.9037,0.0157,0.7863,-0.4962
0.2900,0.1077,,,0.9194,0.0094,0.2900,0.1077
0.3978,0.0490,,,0.9287,0.0175,0.3978,0.0490
0.4468,-0.0317,,,0.9462,-0.0680,0.4468,-0.0317
0.4151,0.1083,,,0.8782,0.0395,0.4151,0.1083
0.5234,0.0368,,,0.9177,0.0388,0.5234,0.0368
0.5602,0.2015,,,0.9565,0.0033,0.5602,0.2015
0.7618,-0.7618,,,0.9598,-0.0100,0.7618,-0.7618
0.6458,-0.6458,,,0.9498,0.0177,0.6458,-0.6458
0.9728,-0.0961,,,0.9675,0.0150,0.9728,-0.0961
0.8767,-0.2617,,,0.9825,-0.0757,0.8767,-0.2617
0.6149,0.2816,,,0.9069,0.0849,0.6149,0.2816
0.8965,-0.8965,,,0.9917,0.0019,0.8965,-0.8965
0.8905,-0.1316,,,0.9937,-0.0005,0.8905,-0.1316
0.7589,-0.7589,,,0.9931,-0.0038,0.7589,-0.7589
0.4372,-0.1024,,,0.9893,0.0007,0.4372,-0.1024
0.3348,-0.1279,,,0.9900,-0.0275,0.3348,-0.1279
0.2068,0.0179,,,0.9625,0.0117,0.2068,0.0179
0.2248,0.1175,,,0.9742,0.0110,0.2248,0.1175
0.3423,-0.3423,,,0.9852,0.0043,0.3423,-0.3423
0.8004,-0.8004,,,0.9895,-0.0079,0.8004,-0.8004
0.9892,-0.0419,,,0.9815,0.0206,0.9892,-0.0419
0.9402,-0.0461,,,0.9942,-0.0162,0.9402,-0.0461
0.8941,-0.3178,,,0.9781,0.0125,0.8941,-0.3178
0.5763,0.1294,,,0.9905,-0.4555,0.5763,0.1294
0.7057,-0.7057,,,0.5350,0.2681,0.7057,-0.7057
0.9882,-0.9882,,,0.8031,0.1950,0.9882,-0.9882
0.7311,0.0956,,,0.9982,-0.0284,0.7311,0.0956
0.8267,-0.3306,,,0.9698,-0.1232,0.8267,-0.3306
0.4961,0.4298,,,0.8466,-0.1272,0.4961,0.4298
0.9259,-0.6196,,,0.7194,-0.1708,0.9259,-0.6196
0.3063,0.2501,,,0.5487,0.1589,0.3063,0.2501
0.5563,-0.0698,,,0.7076,0.2632,0.5563,-0.0698
0.4865,0.3597,,,0.9708,-0.0109,0.4865,0.3597
0.8462,0.0068,,,0.9599,-0.9599,0.8462,0.0068
0.8529,-0.8529,,,0.5605,-0.1358,0.8529,-0.8529
0.6052,-0.6052,,,0.4247,0.3100,0.6052,-0.6052
0.7839,-0.5317,,,0.7346,0.1115,0.7839,-0.5317
0.2521,-0.1268,,,0.8461,-0.1684,0.2521,-0.1268
0.1253,0.0059,,,0.6777,0.3321,0.1253,0.0059
0.1817,-0.0039,,,0.8896,-0.1470,0.1817,-0.0039
0.1778,0.0414,,,0.7427,-0.0979,0.1778,0.0414
0.2192,0.0179,,,0.6448,0.2344,0.2192,0.0179
0.2371,0.0042,,,0.8792,-0.1561,0.2371,0.0042
0.2414,-0.0031,,,0.7231,0.2374,0.2414,-0.0031
0.2383,0.0082,,,0.9606,-0.1528,0.2383,0.0082
0.2464,-0.0061,,,0.8078,-0.0313,0.2464,-0.0061
0.2403,-0.0175,,,0.7764,0.2035,0.2403,-0.0175
0.2228,-0.0143,,,0.9799,-0.0845,0.2228,-0.0143
0.2085,-0.0446,,,0.8954,-0.5338,0.2085,-0.0446
0.1639,0.0202,,,0.3616,0.4189,0.1639,0.0202
0.1841,-0.0250,,,0.7805,-0.7805,0.1841,-0.0250
0.1591,-0.0250,,,0.5971,0.2520,0.1591,-0.0250
0.1341,-0.0206,,,0.8491,-0.8491,0.1341,-0.0206
0.1135,-0.0008,,,0.2865,0.0115,0.1135,-0.0008
0.1127,0.0227,,,0.2980,0.4798,0.1127,0.0227
0.1354,0.0130,,,0.7778,-0.7778,0.1354,0.0130
0.1484,-0.0125,,,0.7697,0.0259,0.1484,-0.0125
0.1359,-0.0098,,,0.7956,0.0358,0.1359,-0.0098
0.1261,-0.0161,,,0.8315,0.0183,0.1261,-0.0161
0.1100,0.0258,,,0.8497,0.0199,0.1100,0.0258
0.1359,0.0801,,,0.8696,0.0185,0.1359,0.0801
0.2160,0.1148,,,0.8882,0.0164,0.2160,0.1148
0.3308,0.0359,,,0.9046,0.0043,0.3308,0.0359
0.3666,-0.0244,,,0.9089,-0.0494,0.3666,-0.0244
0.3423,0.3935,,,0.8595,0.0598,0.3423,0.3935
0.3705,0.0450,,,0.9193,-0.0035,0.3705,0.0450
0.4156,0.0105,,,0.9158,0.0023,0.4156,0.0105
0.4261,-0.0006,,,0.9181,0.0058,0.4261,-0.0006
0.4256,0.0008,,,0.9239,0.0013,0.4256,0.0008
0.4264,0.0073,,,0.9251,0.0232,0.4264,0.0073
0.4337,-0.0119,,,0.9484,0.0052,0.4337,-0.0119
0.4218,0.0623,,,0.9536,-0.0025,0.4218,0.0623
0.4841,0.3332,,,0.9511,-0.0138,0.4841,0.3332
0.8173,0.1709,,,0.9372,0.0259,0.8173,0.1709
0.9882,-0.9882,,,0.9631,0.0032,0.9882,-0.9882
0.6183,0.1604,,,0.9663,-0.0030,0.6183,0.1604
0.7787,-0.1328,,,0.9634,0.0064,0.7787,-0.1328
0.6459,-0.6459,,,0.9697,0.0031,0.6459,-0.6459
0.8050,0.0086,,,0.9728,0.0102,0.8050,0.0086
0.8136,-0.8136,,,0.9830,0.0114,0.8136,-0.8136
0.8963,-0.1470,,,0.9944,-0.1005,0.8963,-0.1470
0.7493,-0.3761,,,0.8939,-0.0420,0.7493,-0.3761
0.3732,0.0823,,,0.8519,0.1486,0.3732,0.0823
0.8306,0.1541,,,0.9908,-0.5402,0.8306,0.1541
0.9847,-0.9847,,,0.4506,0.0935,0.9847,-0.9847
0.9426,-0.0073,,,0.5441,-0.5441,0.9426,-0.0073
0.9353,-0.1024,,,0.8021,-0.1086,0.9353,-0.1024
0.8329,-0.8329,,,0.6936,-0.1793,0.8329,-0.8329
0.7284,-0.3054,,,0.5143,-0.5143,0.7284,-0.3054
0.4231,-0.1452,,,0.8493,-0.0262,0.4231,-0.1452
0.2779,0.0080,,,0.8231,-0.2586,0.2779,0.0080
0.2859,-0.0458,,,0.5646,-0.5646,0.2859,-0.0458
0.2402,0.0689,,,0.5794,0.0251,0.2402,0.0689
0.3090,0.0209,,,0.6045,-0.6045,0.3090,0.0209
0.3300,0.0033,,,0.7800,-0.3803,0.3300,0.0033
0.3332,0.0032,,,0.3997,-0.0881,0.3332,0.0032
0.3364,0.0194,,,0.3116,-0.3116,0.3364,0.0194
0.3559,0.0160,,,0.3047,-0.3047,0.3559,0.0160
0.3718,0.0037,,,0.9171,-0.9171,0.3718,0.0037
0.3756,0.0027,,,0.9924,-0.9924,0.3756,0.0027
0.3783,0.0101,,,0.8409,0.0318,0.3783,0.0101
0.3883,0.0188,,,0.8727,0.0188,0.3883,0.0188
0.4071,0.0107,,,0.8915,0.0142,0.4071,0.0107
0.4177,0.0051,,,0.9058,0.0045,0.4177,0.0051
0.4229,0.0079,,,0.9103,0.0105,0.4229,0.0079
0.4308,0.0262,,,0.9208,0.0105,0.4308,0.0262
0.4570,0.0300,,,0.9313,0.0079,0.4570,0.0300
0.4870,0.0298,,,0.9392,0.0053,0.4870,0.0298
0.5168,0.0391,,,0.9445,0.0029,0.5168,0.0391
0.5559,0.0466,,,0.9475,0.0060,0.5559,0.0466
0.6025,0.0342,,,0.9534,0.0057,0.6025,0.0342
0.6367,0.0050,,,0.9592,0.0021,0.6367,0.0050
0.6417,0.0077,,,0.9613,0.0046,0.6417,0.0077
0.6494,0.0273,,,0.9659,-0.0015,0.6494,0.0273
0.6768,0.0206,,,0.9644,-0.0045,0.6768,0.0206
0.6974,0.0681,,,0.9599,0.0099,0.6974,0.0681
0.7655,0.1749,,,0.9698,-0.0050,0.7655,0.1749
0.9404,-0.9404,,,0.9648,0.0015,0.9404,-0.9404
0.5927,0.1898,,,0.9663,0.0046,0.5927,0.1898
0.7825,0.2198,,,0.9709,-0.0024,0.7825,0.2198
0.9013,0.0165,,,0.9841,-0.0009,0.9013,0.0165
0.9178,0.0519,,,0.9832,-0.0253,0.9178,0.0519
0.9697,-0.0319,,,0.9579,-0.0572,0.9697,-0.0319
0.9379,0.0429,,,0.9007,-0.1974,0.9379,0.0429
0.9808,0.0066,,,0.7033,-0.7033,0.9808,0.0066
0.9874,0.0013,,,0.7828,-0.5528,0.9874,0.0013
0.9887,-0.0189,,,0.2300,0.4785,0.9887,-0.0189
0.9698,-0.1211,,,0.7084,-0.2998,0.9698,-0.1211
0.8487,0.1057,,,0.4086,0.3453,0.8487,0.1057
0.9545,0.0480,,,0.7539,-0.7539,0.9545,0.0480
0.9104,0.0753,,,0.5825,-0.3219,0.9104,0.0753
0.9856,-0.0005,,,0.2607,-0.0075,0.9856,-0.0005
0.9852,-0.9852,,,0.2531,0.3357,0.9852,-0.9852
0.5525,-0.2004,,,0.5888,0.1000,0.5525,-0.2004
0.3521,-0.3521,,,0.6887,-0.1969,0.3521,-0.3521
0.5161,0.4589,,,0.4919,-0.2266,0.5161,0.4589
0.9750,-0.1488,,,0.2652,-0.0551,0.9750,-0.1488
0.8262,-0.8262,,,0.2101,0.0007,0.8262,-0.8262
0.7720,-0.7720,,,0.2108,0.0076,0.7720,-0.7720
0.2710,0.0782,,,0.2184,0.0353,0.2710,0.0782
0.3491,0.0526,,,0.2537,0.0462,0.3491,0.0526
0.4018,-0.0582,,,0.2998,0.4643,0.4018,-0.0582
0.3435,-0.1960,,,0.7642,-0.7642,0.3435,-0.1960
0.1475,-0.0658,,,0.7921,-0.7921,0.1475,-0.0658
0.0818,-0.0223,,,0.9589,-0.1906,0.0818,-0.0223
0.0595,0.0184,,,0.7683,-0.3248,0.0595,0.0184
0.0779,0.0396,,,0.4434,0.3205,0.0779,0.0396
0.1175,0.0207,,,0.7639,-0.7639,0.1175,0.0207
0.1382,0.0037,,,0.9704,-0.1754,0.1382,0.0037
0.1419,0.0063,,,0.7950,-0.7950,0.1419,0.0063
0.1482,0.0054,,,0.6672,-0.6672,0.1482,0.0054
0.1536,-0.0174,,,0.6778,0.1955,0.1536,-0.0174
0.1363,-0.0125,,,0.8733,0.1216,0.1363,-0.0125
0.1238,0.0002,,,0.9949,-0.0737,0.1238,0.0002
0.1240,0.0700,,,0.9212,-0.0274,0.1240,0.0700
0.1941,0.0464,,,0.8938,0.0957,0.1941,0.0464
0.2405,0.1989,,,0.9895,-0.9895,0.2405,0.1989
0.4394,-0.4394,,,0.8261,-0.0147,0.4394,-0.4394
0.4952,0.0093,,,0.8115,-0.8115,0.4952,0.0093
0.5045,0.4061,,,0.9930,-0.9930,0.5045,0.4061
0.9106,-0.3669,,,0.9989,-0.9989,0.9106,-0.3669
