Kt*_C_NA_Cha,ΔKt*_C_NA_Cha,Kt*_Cy_NA_Cha,ΔKt*_Cy_NA_Cha,Kt*_I_NA_Cha,ΔKt*_I_NA_Cha,Kt*_AD_NA_Cha,ΔKt*_AD_NA_Cha
,,,,0.5836,0.1320,0.3878,-0.0205
,,,,0.7156,0.2234,0.3673,-0.0135
,,,,0.9390,0.0648,0.3538,0.0635
,,,,0.8133,0.0638,0.5593,0.0364
,,,,0.8771,-0.2048,0.5957,-0.0244
,,,,0.6722,0.1004,0.5713,-0.2072
,,,,0.7726,0.1672,0.3642,0.0081
,,,,0.9398,-0.0916,0.3722,0.0170
,,,,0.8482,-0.1634,0.3892,-0.0002
,,,,0.6848,-0.6848,0.3891,0.4788
,,,,0.7756,-0.3878,0.8679,-0.1859
,,,,0.3877,0.1732,0.6819,-0.0142
,,,,0.5609,-0.2215,0.6677,-0.2305
,,,,0.3394,0.6270,0.4372,-0.0435
,,,,0.9664,-0.0017,0.3937,0.0047
,,,,0.9646,-0.5947,0.3984,0.1760
,,,,0.3700,-0.0502,0.5744,-0.0916
,,,,0.3198,0.0355,0.4828,0.0059
,,,,0.3553,0.3856,0.4887,-0.0852
,,,,0.7409,-0.2153,0.4035,0.2475
,,,,0.5256,-0.1362,0.6511,-0.6511
,,,,0.3894,0.4587,0.1854,0.0411
,,,,0.8481,-0.1533,0.2265,-0.0477
,,,,0.6947,0.0013,0.1788,-0.0686
,,,,0.6961,-0.4324,0.1102,-0.0554
,,,,0.2637,-0.1767,0.0547,0.0071
,,,,0.0870,0.1150,0.0619,0.0407
,,,,0.2020,0.1228,0.1026,0.0445
,,,,0.3249,-0.1148,0.1472,-0.0452
,,,,0.2100,0.0113,0.1020,-0.0407
,,,,0.2213,-0.0089,0.0613,-0.0055
,,,,0.2124,0.1295,0.0558,0.0743
,,,,0.3419,-0.3419,0.1301,-0.0097
,,,,0.7970,-0.1843,0.1204,-0.0841
,,,,0.6127,-0.1129,0.0363,-0.0288
,,,,0.4999,0.0582,0.0075,-0.0015
,,,,0.5580,-0.0603,0.0060,-0.0003
,,,,0.4978,0.0115,0.0058,0.0010
,,,,0.5093,0.1334,0.0067,0.0044
,,,,0.6427,-0.0283,0.0111,0.0075
,,,,0.6143,-0.0322,0.0186,0.0075
,,,,0.5821,-0.0802,0.0261,0.0296
,,,,0.5019,0.0396,0.0557,0.0717
,,,,0.5415,0.2640,0.1274,0.1296
,,,,0.8056,-0.0606,0.2571,0.0354
,,,,0.7450,0.1073,0.2924,0.0072
,,,,0.8523,-0.0064,0.2996,0.0675
,,,,0.8459,-0.8459,0.3671,0.0317
,,,,0.9271,-0.0590,0.3988,0.0928
,,,,0.8682,-0.8682,0.4916,0.0521
,,,,0.6915,0.2209,0.5437,-0.0474
,,,,0.9124,-0.2558,0.4963,0.1332
,,,,0.6566,-0.1324,0.6295,-0.0323
,,,,0.5242,-0.2729,0.5972,-0.0609
,,,,0.2513,-0.0139,0.5362,-0.0709
,,,,0.2374,0.0095,0.4653,-0.0178
,,,,0.2469,0.2664,0.4475,0.2457
,,,,0.5133,0.1307,0.6932,0.1121
,,,,0.6439,-0.0354,0.8053,-0.1012
,,,,0.6085,0.0878,0.7041,0.2565
,,,,0.6963,-0.4702,0.9606,-0.9606
,,,,0.2261,0.3503,0.8910,-0.0254
,,,,0.5764,-0.4643,0.8655,0.1049
,,,,0.1121,0.0348,0.9704,-0.3063
,,,,0.1468,-0.0860,0.6641,-0.6641
,,,,0.0608,0.0073,0.9262,0.0346
,,,,0.0682,-0.0160,0.9608,-0.3207
,,,,0.0522,0.0046,0.6402,-0.2801
,,,,0.0568,0.0097,0.3601,0.5280
,,,,0.0666,0.0050,0.8881,-0.0806
,,,,0.0716,-0.0046,0.8075,-0.8075
,,,,0.0670,-0.0072,0.7267,-0.7267
,,,,0.0598,-0.0016,0.8490,-0.8490
,,,,0.0582,0.0073,0.9543,-0.2210
,,,,0.0655,0.0097,0.7333,-0.7333
,,,,0.0752,0.0199,0.6615,-0.1187
,,,,0.0951,0.0295,0.5429,0.4289
,,,,0.1247,0.0259,0.9717,-0.9717
,,,,0.1505,0.0369,0.2416,-0.0161
,,,,0.1875,0.0425,0.2255,0.0194
,,,,0.2300,0.0510,0.2449,0.0889
,,,,0.2810,0.0338,0.3338,0.1315
,,,,0.3148,0.0335,0.4653,-0.0093
,,,,0.3484,0.0661,0.4560,-0.0393
,,,,0.4144,0.0611,0.4167,-0.1307
,,,,0.4755,0.1122,0.2860,-0.0224
,,,,0.5877,0.2441,0.2636,0.0672
,,,,0.8319,-0.8319,0.3309,0.0527
,,,,0.8470,0.0428,0.3836,0.0549
,,,,0.8898,-0.8898,0.4385,0.1358
,,,,0.1384,0.0252,0.5742,0.1188
,,,,0.1635,0.0778,0.6930,-0.3177
,,,,0.2413,0.0814,0.3752,-0.1376
,,,,0.3227,0.0294,0.2376,-0.0788
,,,,0.3522,0.0055,0.1588,0.0048
,,,,0.3577,0.0378,0.1637,0.4251
,,,,0.3955,0.0260,0.5888,0.0946
,,,,0.4215,-0.0006,0.6834,-0.4754
,,,,0.4210,0.0047,0.2080,-0.0319
,,,,0.4257,-0.0153,0.1761,-0.0458
,,,,0.4104,-0.0453,0.1303,-0.0192
,,,,0.3651,0.0788,0.1111,0.0854
,,,,0.4440,-0.1171,0.1965,0.1050
,,,,0.3268,-0.0479,0.3015,0.0725
,,,,0.2789,0.0652,0.3740,-0.1430
,,,,0.3441,0.1034,0.2310,-0.0706
,,,,0.4476,-0.0034,0.1604,-0.0134
,,,,0.4442,0.0246,0.1469,0.0909
,,,,0.4688,0.0368,0.2379,0.1726
,,,,0.5056,-0.1058,0.4105,0.3495
,,,,0.3998,-0.1347,0.7599,-0.1865
,,,,0.2651,0.0318,0.5734,-0.2716
,,,,0.2969,0.0349,0.3018,-0.1287
,,,,0.3318,-0.0264,0.1732,0.0194
,,,,0.3054,-0.0196,0.1925,-0.0257
,,,,0.2858,0.1043,0.1668,0.5033
,,,,0.3901,0.1991,0.6701,-0.4306
,,,,0.5892,0.0719,0.2395,-0.1015
,,,,0.6611,-0.0784,0.1380,-0.0029
,,,,0.5827,-0.1108,0.1351,0.0820
,,,,0.4719,0.0162,0.2171,0.0717
,,,,0.4881,0.1370,0.2888,0.0810
,,,,0.6251,0.1589,0.3698,0.0570
,,,,0.7841,-0.1901,0.4268,0.0867
,,,,0.5939,-0.1070,0.5135,0.1359
,,,,0.4869,0.0108,0.6494,-0.1678
,,,,0.4978,-0.0081,0.4817,-0.1999
,,,,0.4897,0.0300,0.2817,-0.0601
,,,,0.5197,0.2198,0.2217,0.0538
,,,,0.7395,-0.2359,0.2755,0.0316
,,,,0.5036,-0.1769,0.3071,0.2049
,,,,0.3267,0.0370,0.5120,-0.0446
,,,,0.3637,0.1352,0.4674,0.1645
,,,,0.4989,0.0296,0.6319,0.2071
,,,,0.5285,0.2179,0.8390,-0.8390
,,,,0.7463,-0.7463,0.9487,0.0268
,,,,0.8986,0.0047,0.9755,-0.0486
,,,,0.9033,0.0567,0.9268,-0.2962
,,,,0.9600,-0.9600,0.6306,-0.2795
,,,,0.3593,-0.0377,0.3511,-0.3511
,,,,0.3216,0.0442,0.4400,0.0737
,,,,0.3659,0.0564,0.5137,0.3004
,,,,0.4223,-0.0765,0.8141,-0.5306
,,,,0.3458,0.0650,0.2835,-0.1244
,,,,0.4108,0.0910,0.1590,0.0424
,,,,0.5018,0.4866,0.2014,0.2366
,,,,0.9884,-0.9884,0.4380,-0.4380
,,,,0.3270,0.1120,0.4948,0.0528
,,,,0.4390,0.1785,0.5475,0.1110
,,,,0.6175,0.0930,0.6586,0.2665
,,,,0.7106,-0.0400,0.9251,0.0567
,,,,0.6706,0.0797,0.9818,-0.2127
,,,,0.7503,-0.1908,0.7691,0.0295
,,,,0.5595,0.0368,0.7986,-0.7986
,,,,0.5962,-0.0142,0.9416,-0.2946
,,,,0.5820,0.0555,0.6470,0.0083
,,,,0.6375,-0.0373,0.6553,-0.0914
,,,,0.6002,0.0696,0.5640,0.4192
,,,,0.6699,0.1160,0.9832,-0.0933
,,,,0.7859,-0.1484,0.8899,0.0838
,,,,0.6375,-0.1379,0.9737,-0.0046
,,,,0.4996,-0.0827,0.9691,-0.2111
,,,,0.4170,-0.0581,0.7580,-0.2268
,,,,0.3589,0.1332,0.5312,0.2126
,,,,0.4921,0.1138,0.7438,0.1690
,,,,0.6059,-0.0860,0.9128,-0.5050
,,,,0.5199,-0.0081,0.4077,-0.1843
,,,,0.5118,-0.0022,0.2234,0.0157
,,,,0.5096,0.0434,0.2391,0.1489
,,,,0.5530,-0.0534,0.3880,0.1271
,,,,0.4996,-0.1836,0.5150,0.1881
,,,,0.3160,-0.0128,0.7031,-0.5328
,,,,0.3032,-0.0253,0.1703,-0.0509
,,,,0.2778,0.0812,0.1194,0.0380
,,,,0.3590,0.0200,0.1574,-0.0206
,,,,0.3790,0.0927,0.1368,-0.0785
,,,,0.4717,-0.0257,0.0583,-0.0171
,,,,0.4460,0.0972,0.0412,0.0247
,,,,0.5431,-0.0867,0.0659,-0.0116
,,,,0.4565,-0.1328,0.0543,0.0083
,,,,0.3237,0.0472,0.0626,0.0216
,,,,0.3709,0.0516,0.0842,0.0448
,,,,0.4225,0.2244,0.1291,0.0726
,,,,0.6469,-0.0373,0.2016,0.0778
,,,,0.6096,-0.1199,0.2795,0.1077
,,,,0.4896,-0.0618,0.3871,-0.0116
,,,,0.4278,0.2006,0.3755,-0.0479
,,,,0.6284,0.0169,0.3276,0.0517
,,,,0.6452,-0.2759,0.3793,-0.1631
,,,,0.3693,-0.0943,0.2161,-0.0646
,,,,0.2751,0.0845,0.1515,-0.0054
,,,,0.3595,0.1028,0.1461,0.0136
,,,,0.4624,0.1058,0.1597,0.0591
,,,,0.5682,-0.1623,0.2188,-0.0841
,,,,0.4058,0.1002,0.1347,-0.0942
,,,,0.5060,0.0691,0.0405,-0.0188
,,,,0.5751,0.1542,0.0217,-0.0093
,,,,0.7293,0.0203,0.0125,-0.0012
,,,,0.7496,0.1312,0.0113,0.0001
,,,,0.8809,-0.8809,0.0114,0.0071
,,,,0.9031,-0.4663,0.0185,0.0158
,,,,0.4368,-0.0004,0.0343,0.0104
,,,,0.4364,-0.0672,0.0447,0.0085
,,,,0.3692,0.0201,0.0533,0.0099
,,,,0.3893,-0.3893,0.0632,0.0055
,,,,0.7464,-0.2036,0.0686,0.0173
,,,,0.5428,-0.1381,0.0859,-0.0245
,,,,0.4047,0.0718,0.0614,-0.0337
,,,,0.4765,0.3915,0.0277,-0.0129
,,,,0.8681,-0.8681,0.0148,-0.0023
,,,,0.1311,-0.0384,0.0126,-0.0009
,,,,0.0927,0.0271,0.0116,-0.0016
,,,,0.1198,0.0101,0.0100,-0.0070
,,,,0.1299,0.0586,0.0030,-0.0030
,,,,0.1885,0.0286,0.2998,-0.0517
,,,,0.2171,0.0037,0.2481,-0.0408
,,,,0.2208,-0.0214,0.2073,-0.0162
,,,,0.1993,-0.0431,0.1911,0.0195
,,,,0.1562,-0.0753,0.2105,0.0342
,,,,0.0809,-0.0449,0.2447,0.0191
,,,,0.0361,0.0225,0.2638,0.0152
,,,,0.0585,0.0353,0.2790,0.0227
,,,,0.0938,-0.0078,0.3017,0.0588
,,,,0.0859,-0.0186,0.3606,-0.0353
,,,,0.0674,-0.0399,0.3252,0.0003
,,,,0.0275,0.0078,0.3255,0.1196
,,,,0.0352,0.0276,0.4451,0.0854
,,,,0.0629,-0.0348,0.5305,0.3878
,,,,0.0281,0.0019,0.9184,-0.4570
,,,,0.0300,0.0286,0.4613,0.1598
,,,,0.0587,0.0633,0.6212,-0.6212
,,,,0.1220,0.0287,0.6975,0.0541
,,,,0.1507,0.0629,0.7516,-0.1192
,,,,0.2136,0.0622,0.6323,-0.0238
,,,,0.2758,0.0353,0.6086,0.1353
,,,,0.3112,0.0033,0.7439,-0.0950
,,,,0.3145,-0.0220,0.6488,0.0253
,,,,0.2925,0.0009,0.6741,-0.6741
,,,,0.2933,0.0282,0.4176,-0.1903
,,,,0.3215,0.1153,0.2273,-0.0158
,,,,0.4368,0.0588,0.2115,0.0949
,,,,0.4956,0.0293,0.3064,-0.0241
,,,,0.5249,-0.0656,0.2823,-0.0913
,,,,0.4593,0.1972,0.1910,-0.0540
,,,,0.6565,-0.0326,0.1371,-0.0186
,,,,0.6239,0.2005,0.1185,-0.0166
,,,,0.8244,0.1110,0.1018,0.0040
,,,,0.9355,0.0024,0.1058,0.0020
,,,,0.9379,-0.2335,0.1078,0.0059
,,,,0.7044,-0.1867,0.1137,0.0042
,,,,0.5177,0.0306,0.1179,-0.0126
,,,,0.5483,0.0751,0.1053,-0.0196
,,,,0.6234,0.1349,0.0857,-0.0128
,,,,0.7583,0.0652,0.0729,-0.0128
,,,,0.8235,-0.1591,0.0601,-0.0059
,,,,0.6645,0.1044,0.0542,-0.0048
,,,,0.7688,0.0833,0.0494,-0.0019
,,,,0.8521,-0.1137,0.0475,0.0018
,,,,0.7384,-0.1423,0.0492,0.0085
,,,,0.5961,0.0763,0.0577,-0.0004
,,,,0.6725,0.1573,0.0572,0.0082
,,,,0.8297,-0.0105,0.0654,0.0295
,,,,0.8193,0.1441,0.0949,0.0426
,,,,0.9634,-0.1290,0.1375,0.0382
,,,,0.8344,0.0657,0.1757,0.0010
,,,,0.9001,-0.9001,0.1767,0.0377
,,,,0.8535,-0.8535,0.2144,0.0816
,,,,0.9740,-0.9740,0.2961,0.0577
,,,,0.7958,-0.0825,0.3537,0.0160
,,,,0.7133,0.0033,0.3698,0.0172
,,,,0.7166,0.1295,0.3870,0.0401
,,,,0.8461,-0.8461,0.4271,0.0161
,,,,0.1371,-0.0352,0.4432,0.0068
,,,,0.1019,0.1788,0.4500,0.0363
,,,,0.2807,-0.0113,0.4863,0.0629
,,,,0.2694,0.0263,0.5492,0.0439
,,,,0.2957,0.0900,0.5931,0.0612
,,,,0.3857,-0.0047,0.6543,0.0886
,,,,0.3809,-0.0816,0.7429,0.1278
,,,,0.2993,0.1923,0.8708,0.1016
,,,,0.4916,0.0647,0.9724,0.0099
,,,,0.5563,0.2485,0.9823,-0.9823
,,,,0.8048,0.1413,0.0694,0.0315
,,,,0.9460,-0.9460,0.1009,0.0426
,,,,0.8482,-0.0813,0.1435,-0.0006
,,,,0.7669,-0.2444,0.1429,-0.0055
,,,,0.5225,0.1802,0.1375,-0.0162
,,,,0.7027,-0.0416,0.1213,0.0329
,,,,0.6612,0.0214,0.1543,0.0133
,,,,0.6825,-0.1492,0.1675,0.0154
,,,,0.5333,0.2388,0.1829,0.0196
,,,,0.7722,-0.1217,0.2025,0.0095
,,,,0.6505,-0.3058,0.2120,0.0666
,,,,0.3447,0.0941,0.2786,0.0797
,,,,0.4388,-0.0010,0.3583,-0.0420
,,,,0.4378,-0.0737,0.3163,-0.1563
,,,,0.3641,0.1414,0.1600,-0.0685
,,,,0.5055,-0.0560,0.0915,-0.0136
,,,,0.4495,-0.1296,0.0779,0.0019
,,,,0.3198,-0.0085,0.0799,-0.0056
,,,,0.3113,0.0392,0.0742,-0.0106
,,,,0.3505,0.0124,0.0637,0.0006
,,,,0.3629,0.0354,0.0642,0.0079
,,,,0.3983,-0.0285,0.0721,0.0276
,,,,0.3698,0.0865,0.0997,-0.0107
,,,,0.4563,0.3103,0.0890,0.1159
,,,,0.7665,-0.0085,0.2049,0.0917
,,,,0.7581,-0.0800,0.2966,0.0212
,,,,0.6781,-0.1333,0.3178,0.0247
,,,,0.5449,0.3072,0.3425,-0.0113
,,,,0.8521,-0.2689,0.3312,-0.0138
,,,,0.5832,-0.0097,0.3175,-0.0178
,,,,0.5735,0.0104,0.2997,-0.0315
,,,,0.5839,-0.0581,0.2682,0.0324
,,,,0.5258,-0.0610,0.3006,-0.0225
,,,,0.4648,-0.0227,0.2781,0.1044
,,,,0.4421,-0.0957,0.3825,0.0667
,,,,0.3464,-0.0818,0.4492,-0.0634
,,,,0.2646,0.1850,0.3858,0.0195
,,,,0.4496,0.0784,0.4053,0.1342
,,,,0.5280,0.0740,0.5396,0.2349
,,,,0.6019,-0.0482,0.7745,-0.0766
,,,,0.5537,0.1619,0.6979,-0.1614
,,,,0.7156,0.1398,0.5365,-0.0176
,,,,0.8554,-0.8554,0.5189,-0.1506
,,,,0.9245,-0.4425,0.3683,0.3628
,,,,0.4821,0.2492,0.7310,-0.1704
,,,,0.7313,-0.7313,0.5607,0.3348
,,,,0.5320,0.0746,0.8955,-0.2351
,,,,0.6066,-0.6066,0.6604,0.2104
,,,,0.7473,-0.7473,0.8708,-0.0173
,,,,0.9501,-0.9501,0.8535,-0.2469
,,,,0.8960,-0.8960,0.6066,-0.6066
,,,,0.5360,-0.1633,0.7707,-0.3460
,,,,0.3727,0.5172,0.4247,0.2297
,,,,0.8900,-0.8900,0.6544,0.2799
,,,,0.8745,-0.3561,0.9343,-0.3144
,,,,0.5184,-0.0762,0.6199,0.0908
,,,,0.4422,0.0046,0.7107,0.1030
,,,,0.4468,0.0899,0.8138,0.1033
,,,,0.5368,0.4009,0.9171,0.0427
,,,,0.9377,-0.1250,0.9598,-0.1506
,,,,0.8127,-0.8127,0.8092,-0.1082
,,,,0.6330,0.0313,0.7010,-0.0714
,,,,0.6643,0.1010,0.6296,0.2698
,,,,0.7653,0.0595,0.8995,-0.8995
,,,,0.8248,-0.0228,0.4596,0.2293
,,,,0.8020,-0.8020,0.6889,0.1949
,,,,0.8977,-0.8977,0.8838,-0.2692
,,,,0.3496,0.1250,0.6145,0.2365
,,,,0.4746,0.2147,0.8511,0.0363
,,,,0.6893,-0.6893,0.8873,-0.4243
,,,,0.6056,-0.2732,0.4630,0.1554
,,,,0.3324,0.0427,0.6184,0.2438
,,,,0.3750,-0.0528,0.8622,-0.0081
,,,,0.3223,-0.1095,0.8542,-0.2426
,,,,0.2127,-0.0384,0.6116,0.1628
,,,,0.1743,0.0562,0.7744,-0.3435
,,,,0.2306,0.0689,0.4308,0.2794
,,,,0.2995,-0.0429,0.7102,-0.1316
,,,,0.2566,0.0629,0.5786,-0.1525
,,,,0.3195,-0.0313,0.4262,-0.0358
,,,,0.2881,-0.1098,0.3904,0.2078
,,,,0.1784,-0.0183,0.5981,0.4117
,,,,0.1601,0.0459,1.0099,-0.4140
,,,,0.2060,0.0256,0.5959,-0.0996
,,,,0.2316,0.0074,0.4963,-0.2445
,,,,0.2390,0.0195,0.2518,-0.0166
,,,,0.2585,0.0048,0.2352,-0.0737
,,,,0.2633,-0.0012,0.1614,0.1090
,,,,0.2621,0.0223,0.2704,-0.0328
,,,,0.2843,0.0225,0.2376,-0.1135
,,,,0.3069,-0.0166,0.1241,0.0011
,,,,0.2902,-0.0114,0.1251,0.0492
,,,,0.2788,0.0682,0.1744,-0.1045
,,,,0.3470,0.0444,0.0699,-0.0216
,,,,0.3914,-0.0203,0.0483,-0.0136
,,,,0.3711,-0.0261,0.0346,-0.0019
,,,,0.3449,0.0048,0.0327,-0.0175
,,,,0.3497,0.0445,0.0152,0.0141
,,,,0.3942,0.0731,0.0293,-0.0023
,,,,0.4673,0.0521,0.0271,-0.0073
,,,,0.5194,0.0203,0.0198,-0.0053
,,,,0.5398,0.0219,0.0146,0.0235
,,,,0.5617,0.0424,0.0380,0.0435
,,,,0.6041,0.1001,0.0816,-0.0059
,,,,0.7042,0.1379,0.0756,0.0200
,,,,0.8421,-0.8421,0.0956,0.0176
,,,,0.5295,-0.0382,0.1132,0.0584
,,,,,,0.1716,-0.0110
,,,,,,0.1606,-0.0070
,,,,,,0.1536,-0.0023
,,,,,,0.1513,0.0145
,,,,,,0.1658,0.0247
,,,,,,0.1905,0.0233
,,,,,,0.2138,0.0074
,,,,,,0.2212,0.0070
,,,,,,0.2283,0.0437
,,,,,,0.2720,0.0208
,,,,,,0.2928,-0.0036
,,,,,,0.2892,-0.0150
,,,,,,0.2742,0.0070
,,,,,,0.2812,0.0164
,,,,,,0.2976,0.0338
,,,,,,0.3314,0.1021
,,,,,,0.4335,0.0724
,,,,,,0.5059,0.0378
,,,,,,0.5437,0.0016
,,,,,,0.5454,-0.0053
,,,,,,0.5400,-0.0105
,,,,,,0.5295,0.0105
,,,,,,0.5400,0.0214
,,,,,,0.5614,-0.0069
,,,,,,0.5545,-0.0457
,,,,,,0.5088,0.1775
,,,,,,0.6864,0.0401
,,,,,,0.7265,0.0587
,,,,,,0.7851,-0.7851
,,,,,,0.0053,0.1134
,,,,,,0.1187,0.1394
,,,,,,0.2581,0.1425
,,,,,,0.4006,0.0929
,,,,,,0.4935,0.0391
,,,,,,0.5326,0.0244
,,,,,,0.5569,0.0508
,,,,,,0.6077,0.0782
,,,,,,0.6860,-0.0806
,,,,,,0.6054,0.0388
,,,,,,0.6442,-0.1065
,,,,,,0.5377,-0.2143
,,,,,,0.3234,0.0901
,,,,,,0.4135,0.2835
,,,,,,0.6970,0.0062
,,,,,,0.7032,0.0235
,,,,,,0.7267,0.0021
,,,,,,0.7288,0.0163
,,,,,,0.7452,0.0074
,,,,,,0.7526,0.0140
,,,,,,0.7666,0.0058
,,,,,,0.7724,-0.0002
,,,,,,0.7722,0.0098
,,,,,,0.7821,0.0041
,,,,,,0.7862,0.0001
,,,,,,0.7863,0.0254
,,,,,,0.8116,-0.0785
,,,,,,0.7332,0.0974
,,,,,,0.8305,0.0084
,,,,,,0.8389,-0.0501
,,,,,,0.7888,0.0226
,,,,,,0.8114,-0.2508
,,,,,,0.5606,0.0450
,,,,,,0.6056,-0.0852
,,,,,,0.5203,0.0458
,,,,,,0.5661,-0.0426
,,,,,,0.5235,0.0298
,,,,,,0.5533,0.1232
,,,,,,0.6765,0.0478
,,,,,,0.7243,-0.2620
,,,,,,0.4624,-0.0124
,,,,,,0.4500,0.0693
,,,,,,0.5192,-0.0050
,,,,,,0.5142,-0.0399
,,,,,,0.4743,0.0257
,,,,,,0.4999,0.1830
,,,,,,0.6830,0.1502
,,,,,,0.8332,0.0146
,,,,,,0.8478,-0.0065
,,,,,,0.8413,-0.1650
,,,,,,0.6764,-0.0608
,,,,,,0.6156,0.0685
,,,,,,0.6840,-0.0375
,,,,,,0.6465,0.1456
,,,,,,0.7921,0.0386
,,,,,,0.8307,-0.0095
,,,,,,0.8212,-0.2392
,,,,,,0.5820,0.0878
,,,,,,0.6698,-0.0230
,,,,,,0.6468,0.0071
,,,,,,0.6539,-0.0327
,,,,,,0.6212,-0.0039
,,,,,,0.6173,-0.0170
,,,,,,0.6003,0.0025
,,,,,,0.6029,-0.0362
,,,,,,0.5667,-0.0366
,,,,,,0.5301,-0.1235
,,,,,,0.4066,-0.4066
,,,,,,0.2401,0.0636
,,,,,,0.3036,0.1899
,,,,,,0.4935,-0.0391
,,,,,,0.4545,-0.0337
,,,,,,0.4208,-0.0882
,,,,,,0.3326,0.0633
,,,,,,0.3959,0.2730
,,,,,,0.6689,-0.0605
,,,,,,0.6084,-0.0812
,,,,,,0.5273,0.0354
,,,,,,0.5627,0.0745
,,,,,,0.6372,-0.1773
,,,,,,0.4599,0.5021
,,,,,,0.9620,-0.9620
,,,,,,0.7407,-0.1905
,,,,,,0.5502,0.0773
,,,,,,0.6276,0.1300
,,,,,,0.7576,-0.1797
,,,,,,0.5779,0.1763
,,,,,,0.7541,-0.0576
,,,,,,0.6966,-0.0372
,,,,,,0.6593,0.3256
,,,,,,0.9849,-0.9849
,,,,,,0.9728,-0.4996
,,,,,,0.4733,0.3513
,,,,,,0.8245,-0.8245
,,,,,,0.6525,-0.1708
,,,,,,0.4817,0.3373
,,,,,,0.8190,-0.8190
,,,,,,0.8294,-0.3055
,,,,,,0.5239,-0.1935
,,,,,,0.3303,-0.0781
,,,,,,0.2522,0.0428
,,,,,,0.2950,0.1600
,,,,,,0.4550,0.0112
,,,,,,0.4662,-0.1056
,,,,,,0.3605,0.1556
,,,,,,0.5162,0.1536
,,,,,,0.6698,-0.1884
,,,,,,0.4814,-0.0237
,,,,,,0.4578,0.0759
,,,,,,0.5336,0.3035
,,,,,,0.8372,-0.1431
,,,,,,0.6941,0.1005
,,,,,,0.7945,0.0413
,,,,,,0.8358,-0.1061
,,,,,,0.7297,0.0626
,,,,,,0.7923,-0.0047
,,,,,,0.7876,-0.7876
,,,,,,0.0580,0.1456
,,,,,,0.2036,0.1510
,,,,,,0.3546,0.1394
,,,,,,0.4940,0.0986
,,,,,,0.5926,0.0472
,,,,,,0.6399,-0.0031
,,,,,,0.6368,-0.2169
,,,,,,0.4199,0.0883
,,,,,,0.5082,0.0247
,,,,,,0.5329,-0.0262
,,,,,,0.5067,0.0252
,,,,,,0.5319,0.1165
,,,,,,0.6484,0.0828
,,,,,,0.7312,-0.1469
,,,,,,0.5844,0.1969
,,,,,,0.7812,-0.2508
,,,,,,0.5304,0.2989
,,,,,,0.8294,0.0868
,,,,,,0.9162,0.0081
,,,,,,0.9243,0.0002
,,,,,,0.9245,0.0210
,,,,,,0.9455,0.0002
,,,,,,0.9457,0.0005
,,,,,,0.9462,0.0028
,,,,,,0.9491,0.0091
,,,,,,0.9581,0.0146
,,,,,,0.9727,-0.0193
,,,,,,0.9534,-0.0009
,,,,,,0.9525,0.0191
,,,,,,0.9716,-0.9716
,,,,,,0.4551,-0.2234
,,,,,,0.2317,0.4402
,,,,,,0.6719,-0.6719
,,,,,,0.4173,0.1246
,,,,,,0.5419,-0.3390
,,,,,,0.2029,-0.0097
,,,,,,0.1932,0.0139
,,,,,,0.2072,-0.0031
,,,,,,0.2041,-0.0502
,,,,,,0.1538,-0.0364
,,,,,,0.1174,-0.0116
,,,,,,0.1058,0.0004
,,,,,,0.1062,0.0096
,,,,,,0.1159,0.0234
,,,,,,0.1393,0.0224
,,,,,,0.1617,0.0134
,,,,,,0.1752,0.0002
,,,,,,0.1754,0.0053
,,,,,,0.1807,0.0265
,,,,,,0.2072,0.0356
,,,,,,0.2428,0.0690
,,,,,,0.3118,0.0317
,,,,,,0.3435,-0.0110
,,,,,,0.3325,-0.0203
,,,,,,0.3122,-0.0183
,,,,,,0.2939,-0.0104
,,,,,,0.2835,-0.0235
,,,,,,0.2600,-0.0263
,,,,,,0.2337,-0.0267
,,,,,,0.2071,-0.0205
,,,,,,0.1865,-0.0227
,,,,,,0.1638,-0.0235
,,,,,,0.1403,-0.0037
,,,,,,0.1366,-0.0139
,,,,,,0.1227,-0.1227
,,,,,,0.1266,0.1721
,,,,,,0.2987,0.1765
,,,,,,0.4753,0.1337
,,,,,,0.6090,0.0704
,,,,,,0.6793,0.0450
,,,,,,0.7243,0.0427
,,,,,,0.7670,0.0190
,,,,,,0.7860,0.0333
,,,,,,0.8193,0.0132
,,,,,,0.8325,-0.0008
,,,,,,0.8317,0.0024
,,,,,,0.8341,0.0059
,,,,,,0.8400,0.0143
,,,,,,0.8542,0.0156
,,,,,,0.8698,0.0103
,,,,,,0.8801,0.0100
,,,,,,0.8901,-0.0006
,,,,,,0.8894,0.0136
,,,,,,0.9031,0.0094
,,,,,,0.9125,-0.0138
,,,,,,0.8987,0.0046
,,,,,,0.9034,-0.0020
,,,,,,0.9014,-0.0318
,,,,,,0.8696,0.0464
,,,,,,0.9160,0.0057
,,,,,,0.9217,-0.1490
,,,,,,0.7727,-0.3390
,,,,,,0.4337,0.4603
,,,,,,0.8940,-0.3895
,,,,,,0.5044,0.4889
,,,,,,0.9933,-0.2770
,,,,,,0.7163,0.1255
,,,,,,0.8418,0.0640
,,,,,,0.9058,-0.1035
,,,,,,0.8023,0.0127
,,,,,,0.8150,-0.2989
,,,,,,0.5161,-0.0933
,,,,,,0.4228,-0.1754
,,,,,,0.2474,0.0322
,,,,,,0.2796,-0.0568
,,,,,,0.2228,0.0882
,,,,,,0.3110,-0.0003
