Kt*_C_A_Nzi,ΔKt*_C_A_Nzi,Kt*_Cy_A_Nzi,ΔKt*_Cy_A_Nzi,Kt*_I_A_Nzi,ΔKt*_I_A_Nzi,Kt*_AD_A_Nzi,ΔKt*_AD_A_Nzi
,,,,0.3664,-0.2276,0.5343,-0.0994
,,,,0.1389,-0.0185,0.4349,0.1457
,,,,0.1204,-0.0157,0.5806,-0.0516
,,,,0.8006,-0.1969,0.5290,0.0779
,,,,0.6037,-0.0049,0.6069,-0.1431
,,,,0.5987,0.0181,0.4638,-0.0135
,,,,0.6168,-0.0459,0.4502,-0.0462
,,,,0.5709,0.0345,0.4040,-0.0704
,,,,0.6054,0.0127,0.3336,0.0004
,,,,0.6181,0.0944,0.3340,0.1505
,,,,0.7126,0.1537,0.4845,0.0738
,,,,0.8662,-0.8662,0.5583,-0.0561
,,,,0.9946,-0.0082,0.5021,0.0240
,,,,0.9863,-0.0651,0.5261,-0.0255
,,,,0.9213,0.0623,0.5006,-0.1297
,,,,0.9835,-0.2542,0.3709,-0.0981
,,,,0.7294,-0.7294,0.2728,0.0161
,,,,0.9261,-0.0621,0.2889,0.0764
,,,,0.8640,-0.0279,0.3653,0.0405
,,,,0.8362,0.1462,0.4059,0.0284
,,,,0.9824,-0.9824,0.4343,-0.0126
,,,,0.9938,-0.9938,0.4217,0.0663
,,,,0.8943,-0.2055,0.6608,0.0944
,,,,0.6888,-0.0322,0.7553,-0.7553
,,,,0.6566,0.0717,1.0089,-0.0096
,,,,0.7283,-0.0998,0.9994,-0.0015
,,,,0.6285,0.1246,0.9979,-0.0029
,,,,0.7531,0.2451,0.9950,-0.0069
,,,,0.9982,-0.3100,0.9881,0.0051
,,,,0.6882,0.1490,0.9932,-0.0016
,,,,0.8372,0.0617,0.9916,0.0032
,,,,0.8990,0.0206,0.9948,-0.0055
,,,,0.9195,-0.2172,0.9893,-0.0013
,,,,0.7024,0.2715,0.9880,0.0057
,,,,0.9739,-0.3965,0.9936,-0.0001
,,,,0.5774,0.2326,0.9935,-0.0005
,,,,0.8100,-0.1651,0.9931,-0.0019
,,,,0.6450,0.0061,0.9912,-0.0014
,,,,0.6510,-0.0498,0.9898,-0.0019
,,,,0.6012,0.3324,0.9879,-0.0024
,,,,0.9336,0.0284,0.9855,-0.0025
,,,,0.9620,-0.0227,0.9829,-0.0020
,,,,0.9393,-0.0272,0.9810,0.0003
,,,,0.9121,0.0298,0.9812,-0.0014
,,,,0.9419,0.0356,0.9798,-0.0023
,,,,0.9775,-0.0049,0.9775,-0.0019
,,,,0.9726,-0.0523,0.9756,-0.0029
,,,,0.9203,0.0427,0.9727,0.0002
,,,,0.9630,-0.0007,0.9728,-0.0030
,,,,0.9623,-0.1450,0.9698,-0.0053
,,,,0.8173,0.0283,0.9646,-0.0051
,,,,0.8455,0.0809,0.9595,-0.0039
,,,,0.9265,-0.0301,0.9556,-0.0054
,,,,0.8964,-0.0083,0.9502,-0.0081
,,,,0.8881,-0.0390,0.9421,-0.0056
,,,,0.8491,-0.1146,0.9365,-0.0109
,,,,0.7345,-0.1208,0.9256,-0.0065
,,,,0.6136,-0.4001,0.9191,-0.0164
,,,,0.2135,-0.0435,0.9028,-0.0385
,,,,0.7995,-0.2250,0.8642,-0.1392
,,,,0.5745,0.3951,0.7251,-0.1979
,,,,0.9697,-0.2850,0.5272,-0.2158
,,,,0.6847,-0.1170,0.8001,-0.2862
,,,,0.5677,-0.5677,0.5139,-0.0747
,,,,0.9830,-0.4493,0.4392,0.2249
,,,,0.5337,-0.0727,0.6642,0.1238
,,,,0.4611,0.0375,0.7880,-0.7880
,,,,0.4985,0.1841,1.0099,-0.0023
,,,,0.6826,-0.2204,1.0075,-0.0034
,,,,0.4622,-0.0504,1.0041,-0.0054
,,,,0.4118,0.0809,0.9986,-0.0088
,,,,0.4926,0.0981,0.9898,-0.0070
,,,,0.5907,0.1433,0.9828,-0.0052
,,,,0.7339,-0.2722,0.9776,-0.0054
,,,,0.4617,0.3599,0.9722,-0.0146
,,,,0.8216,-0.8216,0.9576,0.0157
,,,,0.9379,-0.9379,0.9733,-0.1364
,,,,0.9733,-0.0431,0.8369,0.0628
,,,,0.9302,-0.0388,0.8997,0.0263
,,,,0.8914,-0.8914,0.9260,0.0068
,,,,0.9801,-0.9801,0.9329,-0.0737
,,,,0.9580,-0.9580,0.8541,-0.0523
,,,,0.9839,0.0177,0.8018,0.0193
,,,,0.9966,-0.0051,0.7349,0.0061
,,,,0.9915,-0.0092,0.7409,-0.0816
,,,,0.9823,0.0011,0.6594,-0.1304
,,,,0.9835,-0.0024,0.5290,-0.1874
,,,,0.9811,0.0017,0.3416,-0.1224
,,,,0.9827,-0.0036,0.2192,-0.0936
,,,,0.9792,-0.0006,0.1256,-0.1256
,,,,0.9786,-0.0061,0.9919,-0.0429
,,,,0.9724,-0.0113,0.9490,-0.0254
,,,,0.9611,-0.0042,0.9236,-0.0043
,,,,0.9569,-0.0013,0.9193,-0.0042
,,,,0.9556,-0.0054,0.9151,0.0041
,,,,0.9502,-0.0078,0.9192,-0.0032
,,,,0.9424,-0.0330,0.9160,0.0025
,,,,0.9094,-0.0201,0.9185,0.0105
,,,,0.8892,-0.0225,0.9291,-0.0102
,,,,0.8667,-0.0912,0.9189,-0.0075
,,,,0.7755,0.0071,0.9114,0.0023
,,,,0.7826,0.0620,0.9137,0.0117
,,,,0.8446,-0.1682,0.9254,0.0097
,,,,0.6764,-0.1255,0.9351,-0.0019
,,,,0.5509,-0.1595,0.9332,-0.0105
,,,,0.7984,-0.0802,0.9227,-0.0021
,,,,,,0.9206,0.0018
,,,,,,0.9224,-0.0090
,,,,,,0.9134,-0.0036
,,,,,,0.9098,-0.0038
,,,,,,0.9060,-0.0138
,,,,,,0.8922,-0.0082
,,,,,,0.8840,-0.0074
,,,,,,0.8766,0.0020
,,,,,,0.8786,0.0008
,,,,,,0.8793,-0.0037
,,,,,,0.8757,-0.0120
,,,,,,0.8636,0.0077
,,,,,,0.8713,-0.0079
,,,,,,0.8633,0.0023
,,,,,,0.8657,0.0098
,,,,,,0.8755,-0.0100
,,,,,,0.8655,0.0009
,,,,,,0.8664,-0.0052
,,,,,,0.8612,-0.0106
,,,,,,0.8506,-0.0060
,,,,,,0.8446,-0.0026
,,,,,,0.8420,0.0007
,,,,,,0.8427,0.0071
,,,,,,0.8498,-0.0106
,,,,,,0.8393,-0.0003
,,,,,,0.8389,-0.0018
,,,,,,0.8371,-0.0107
,,,,,,0.8264,-0.0092
,,,,,,0.8172,-0.0102
,,,,,,0.8070,-0.0117
,,,,,,0.7953,-0.0101
,,,,,,0.7852,-0.0183
,,,,,,0.7668,-0.0198
,,,,,,0.7470,-0.0149
,,,,,,0.7321,-0.0165
,,,,,,0.7155,-0.0226
,,,,,,0.6930,-0.0359
,,,,,,0.6571,-0.0359
,,,,,,0.6212,-0.0163
,,,,,,0.6048,-0.0175
,,,,,,0.5873,-0.0165
,,,,,,0.5708,-0.0354
,,,,,,0.5354,-0.0637
,,,,,,0.4717,-0.0667
,,,,,,0.4050,-0.0876
,,,,,,0.3174,-0.0860
,,,,,,0.2314,-0.0839
,,,,,,0.1475,-0.0617
,,,,,,0.0858,-0.0407
,,,,,,0.0451,-0.0451
,,,,,,0.9632,-0.1726
,,,,,,0.7906,-0.0985
,,,,,,0.6921,0.0350
,,,,,,0.7271,0.0219
,,,,,,0.7490,0.0429
,,,,,,0.7919,-0.0994
,,,,,,0.6925,-0.0260
,,,,,,0.6665,0.2877
,,,,,,0.9542,-0.0758
,,,,,,0.8784,-0.8784
,,,,,,0.8386,-0.0760
,,,,,,0.7626,-0.7626
,,,,,,0.9990,-0.2648
,,,,,,0.7342,0.2685
,,,,,,0.8164,0.1690
,,,,,,0.9854,-0.0881
,,,,,,0.8973,-0.8973
,,,,,,0.9998,-0.0065
,,,,,,0.9933,0.0008
,,,,,,0.9941,0.0028
,,,,,,0.9969,0.0009
,,,,,,0.9978,-0.0993
,,,,,,0.8985,-0.0160
,,,,,,0.8825,0.0753
,,,,,,0.9579,-0.1405
,,,,,,0.8174,0.1604
,,,,,,0.9777,-0.2405
,,,,,,0.7373,0.1140
,,,,,,0.8513,0.1494
,,,,,,0.6898,0.1919
,,,,,,0.8818,-0.0820
,,,,,,0.7997,0.0727
,,,,,,0.8724,-0.0870
,,,,,,0.7854,-0.1487
,,,,,,0.6367,-0.1798
,,,,,,0.4570,-0.0209
,,,,,,0.4360,-0.0440
,,,,,,0.3920,-0.0985
,,,,,,0.2935,-0.0922
,,,,,,0.2013,-0.0902
,,,,,,0.1111,-0.0408
,,,,,,0.0703,-0.0703
,,,,,,0.9995,-0.0111
,,,,,,0.9884,0.0196
,,,,,,0.9998,-0.0114
,,,,,,0.9884,0.0019
,,,,,,0.9903,-0.0048
,,,,,,0.9855,-0.0066
,,,,,,0.9790,-0.0049
,,,,,,0.9741,-0.0064
,,,,,,0.9677,-0.0007
,,,,,,0.9670,-0.0153
,,,,,,0.9518,0.0026
,,,,,,0.9544,-0.0055
,,,,,,0.9488,-0.0078
,,,,,,0.9411,-0.0017
,,,,,,0.9394,-0.0098
,,,,,,0.9296,-0.0140
,,,,,,0.9156,-0.0071
,,,,,,0.9085,-0.0167
,,,,,,0.8918,-0.0591
,,,,,,0.8327,-0.0059
,,,,,,0.8268,-0.0273
,,,,,,0.7995,-0.0764
,,,,,,0.7231,0.0007
,,,,,,0.7238,0.0585
,,,,,,0.7823,-0.0695
,,,,,,0.7128,-0.0875
,,,,,,0.6254,-0.0961
,,,,,,0.5293,-0.1497
,,,,,,0.3796,-0.1447
,,,,,,0.2349,-0.1026
,,,,,,0.1323,-0.0531
,,,,,,0.0792,-0.0792
,,,,,,0.8184,-0.0450
,,,,,,0.7734,0.2143
,,,,,,0.9877,-0.3088
,,,,,,0.6789,0.1013
,,,,,,0.7803,-0.7803
,,,,,,0.8509,-0.2564
,,,,,,0.5945,0.1999
,,,,,,0.7944,0.0903
,,,,,,0.8846,-0.4460
,,,,,,0.4387,0.4037
,,,,,,0.8423,-0.2930
,,,,,,0.5493,0.0859
,,,,,,0.6352,0.2528
,,,,,,0.8880,0.0624
,,,,,,0.9503,-0.9503
,,,,,,0.9929,-0.0179
,,,,,,0.9750,-0.9750
,,,,,,0.9620,0.0466
,,,,,,0.9958,-0.0049
,,,,,,0.9909,-0.0119
,,,,,,0.9790,-0.9790
,,,,,,0.9865,-0.0288
,,,,,,0.9577,0.0228
,,,,,,0.9805,0.0000
,,,,,,0.9805,0.0005
,,,,,,0.9809,-0.0769
,,,,,,0.9040,0.0407
,,,,,,0.9448,-0.0480
,,,,,,0.8968,0.0543
,,,,,,0.9511,0.0422
,,,,,,0.9933,-0.0417
,,,,,,0.9516,-0.1288
,,,,,,0.8228,-0.0300
,,,,,,0.7928,0.1364
,,,,,,0.9292,-0.3838
,,,,,,0.5455,0.3302
,,,,,,0.8757,-0.2114
,,,,,,0.6643,0.0683
,,,,,,0.7326,0.1002
,,,,,,0.8327,-0.2755
,,,,,,0.5572,0.1152
,,,,,,0.6724,0.0014
,,,,,,0.6738,0.0079
,,,,,,0.6817,-0.1231
,,,,,,0.5586,-0.1874
,,,,,,0.3713,0.0721
,,,,,,0.4433,0.4470
,,,,,,0.8903,-0.1365
,,,,,,0.7538,-0.1904
,,,,,,0.5635,-0.1895
,,,,,,0.3740,-0.1626
,,,,,,0.2114,0.0290
,,,,,,0.2404,-0.0536
,,,,,,0.1868,-0.1087
,,,,,,0.0781,-0.0484
,,,,,,0.0297,-0.0297
,,,,,,0.9014,-0.2664
,,,,,,0.6350,0.0150
,,,,,,0.6500,0.0458
,,,,,,0.6958,0.2149
,,,,,,0.9107,-0.9107
,,,,,,0.9564,-0.5495
,,,,,,0.4069,-0.0645
,,,,,,0.3424,0.2525
,,,,,,0.5949,-0.5949
,,,,,,0.6045,0.3609
,,,,,,0.9654,-0.9654
,,,,,,0.6604,-0.1743
,,,,,,0.4861,0.1684
,,,,,,0.6546,0.1651
,,,,,,0.8197,0.0999
,,,,,,0.9197,0.0633
,,,,,,0.9829,0.0190
,,,,,,0.9754,-0.9754
,,,,,,0.9966,-0.0039
,,,,,,0.9928,-0.0037
,,,,,,0.9891,-0.0013
,,,,,,0.9877,-0.0017
,,,,,,0.9860,-0.0022
,,,,,,0.9838,-0.0005
,,,,,,0.9833,-0.0041
,,,,,,0.9792,-0.0030
,,,,,,0.9762,-0.0013
,,,,,,0.9749,-0.0033
,,,,,,0.9716,-0.0033
,,,,,,0.9683,-0.0043
,,,,,,0.9639,-0.0029
,,,,,,0.9611,-0.0037
,,,,,,0.9573,-0.0051
,,,,,,0.9522,-0.0074
,,,,,,0.9448,-0.0087
,,,,,,0.9361,-0.0082
,,,,,,0.9279,-0.0075
,,,,,,0.9203,-0.0042
,,,,,,0.9161,-0.0059
,,,,,,0.9102,-0.0084
,,,,,,0.9019,-0.0112
,,,,,,0.8906,-0.0096
,,,,,,0.8810,-0.0171
,,,,,,0.8639,-0.0146
,,,,,,0.8493,-0.0202
,,,,,,0.8291,-0.0225
,,,,,,0.8066,-0.0306
,,,,,,0.7760,-0.0341
,,,,,,0.7419,-0.0528
,,,,,,0.6891,-0.0564
,,,,,,0.6328,-0.1059
,,,,,,0.5268,-0.1426
,,,,,,0.3843,-0.1521
,,,,,,0.2322,-0.0967
,,,,,,0.1354,-0.0514
,,,,,,0.0840,-0.0840
,,,,,,0.9090,0.0403
,,,,,,0.9493,-0.9493
,,,,,,0.8885,0.0138
,,,,,,0.9023,-0.9023
,,,,,,0.9989,-0.1492
,,,,,,0.8497,-0.0876
,,,,,,0.7622,-0.7622
,,,,,,0.9770,-0.9770
,,,,,,0.9322,-0.9322
,,,,,,0.9879,-0.9879
,,,,,,0.9926,-0.0026
,,,,,,0.9900,-0.0056
,,,,,,0.9843,-0.0047
,,,,,,0.9797,-0.0051
,,,,,,0.9746,-0.0048
,,,,,,0.9698,-0.0033
,,,,,,0.9666,-0.0069
,,,,,,0.9597,-0.0065
,,,,,,0.9532,-0.0132
,,,,,,0.9399,-0.0014
,,,,,,0.9385,-0.0116
,,,,,,0.9269,-0.0012
,,,,,,0.9257,-0.0123
,,,,,,0.9133,-0.0171
,,,,,,0.8962,-0.0077
,,,,,,0.8885,-0.0032
,,,,,,0.8852,-0.0199
,,,,,,0.8653,-0.0230
,,,,,,0.8423,-0.0240
,,,,,,0.8183,-0.0136
,,,,,,0.8048,-0.0102
,,,,,,0.7946,0.0063
,,,,,,0.8009,-0.0457
,,,,,,0.7552,0.0203
,,,,,,0.7755,-0.0098
,,,,,,0.7657,-0.0181
,,,,,,0.7476,0.0055
,,,,,,0.7531,-0.0237
,,,,,,0.7294,-0.0174
,,,,,,0.7120,-0.0166
,,,,,,0.6954,-0.0208
,,,,,,0.6747,-0.0277
,,,,,,0.6470,-0.0341
,,,,,,0.6129,-0.0642
,,,,,,0.5486,-0.0527
,,,,,,0.4959,-0.0614
,,,,,,0.4345,-0.1034
,,,,,,0.3311,-0.1135
,,,,,,0.2176,-0.0951
,,,,,,0.1225,-0.0828
,,,,,,0.0397,-0.0397
,,,,,,0.7231,-0.0014
,,,,,,0.7217,-0.0328
,,,,,,0.6889,-0.1152
,,,,,,0.5737,-0.0425
,,,,,,0.5312,0.0072
,,,,,,0.5384,0.0696
,,,,,,0.6080,-0.0282
,,,,,,0.5798,-0.0379
,,,,,,0.5419,0.0307
,,,,,,0.5726,0.0796
,,,,,,0.6522,0.0445
,,,,,,0.6967,0.1145
,,,,,,0.8111,-0.0548
,,,,,,0.7564,0.2168
,,,,,,0.9732,-0.1185
,,,,,,0.8547,0.1263
,,,,,,0.9810,-0.9810
,,,,,,0.9342,-0.9342
,,,,,,0.9789,-0.9789
,,,,,,0.9808,0.0006
,,,,,,0.9814,0.0063
,,,,,,0.9877,-0.0063
,,,,,,0.9813,0.0067
,,,,,,0.9881,-0.0091
,,,,,,0.9790,-0.0035
,,,,,,0.9755,0.0008
,,,,,,0.9763,-0.0112
,,,,,,0.9650,0.0049
,,,,,,0.9699,0.0056
,,,,,,0.9755,-0.0084
,,,,,,0.9671,0.0002
,,,,,,0.9673,-0.0079
,,,,,,0.9594,-0.0101
,,,,,,0.9493,-0.0062
,,,,,,0.9431,-0.0055
,,,,,,0.9376,-0.0056
,,,,,,0.9320,-0.0156
,,,,,,0.9163,-0.0324
,,,,,,0.8839,0.0006
,,,,,,0.8845,-0.0173
,,,,,,0.8672,-0.0175
,,,,,,0.8497,-0.0334
,,,,,,0.8163,-0.0293
,,,,,,0.7870,-0.0153
,,,,,,0.7717,-0.0291
,,,,,,0.7426,-0.0166
,,,,,,0.7259,-0.0267
,,,,,,0.6993,-0.0374
,,,,,,0.6618,-0.0401
,,,,,,0.6217,-0.0589
,,,,,,0.5629,-0.0554
,,,,,,0.5074,-0.0669
,,,,,,0.4406,-0.1007
,,,,,,0.3399,-0.1120
,,,,,,0.2279,-0.0980
,,,,,,0.1299,-0.0786
,,,,,,0.0513,-0.0513
,,,,,,0.5879,0.2051
,,,,,,0.7930,-0.7930
,,,,,,0.9382,-0.9382
,,,,,,0.9951,-0.9951
,,,,,,0.9482,0.0318
,,,,,,0.9800,-0.9800
,,,,,,0.9221,-0.9221
,,,,,,0.9898,-0.0049
,,,,,,0.9849,-0.0182
,,,,,,0.9666,-0.0239
,,,,,,0.9428,-0.0188
,,,,,,0.9240,-0.0318
,,,,,,0.8922,-0.0838
,,,,,,0.8084,-0.2024
,,,,,,0.6060,-0.2247
,,,,,,0.3813,-0.1809
,,,,,,0.2004,-0.0681
,,,,,,0.1323,-0.1323
,,,,,,0.6675,-0.6675
,,,,,,0.9856,-0.9856
,,,,,,0.9943,0.0008
,,,,,,0.9951,-0.0161
,,,,,,0.9790,-0.0370
,,,,,,0.9420,-0.0258
,,,,,,0.9162,0.0102
,,,,,,0.9264,-0.0146
,,,,,,0.9118,-0.0099
,,,,,,0.9019,-0.0195
,,,,,,0.8823,-0.0379
,,,,,,0.8444,-0.1708
,,,,,,0.6737,-0.0764
,,,,,,0.5972,-0.1728
,,,,,,0.4244,-0.2453
,,,,,,0.1791,-0.0758
,,,,,,0.1033,-0.1033
,,,,,,0.7212,0.0294
,,,,,,0.7506,0.0989
,,,,,,0.8496,0.1530
,,,,,,0.7520,-0.7520
,,,,,,0.9871,-0.0081
,,,,,,0.9790,-0.0025
,,,,,,0.9765,0.0024
,,,,,,0.9789,-0.0014
,,,,,,0.9775,-0.0026
,,,,,,0.9749,-0.0031
,,,,,,0.9718,0.0023
,,,,,,0.9741,-0.0033
,,,,,,0.9708,-0.0181
,,,,,,0.9527,-0.0066
,,,,,,0.9461,0.0060
,,,,,,0.9520,-0.0071
,,,,,,0.9449,-0.0027
,,,,,,0.9422,-0.0136
,,,,,,0.9286,0.0054
,,,,,,0.9340,-0.0050
,,,,,,0.9290,-0.0066
,,,,,,0.9223,-0.0037
,,,,,,0.9187,-0.0078
,,,,,,0.9109,-0.0038
,,,,,,0.9071,-0.0081
,,,,,,0.8991,-0.0119
,,,,,,0.8872,-0.0069
,,,,,,0.8803,-0.0192
,,,,,,0.8611,-0.0168
,,,,,,0.8443,-0.0375
,,,,,,0.8068,-0.0804
,,,,,,0.7264,-0.0354
,,,,,,0.6911,-0.0443
,,,,,,0.6468,-0.0028
,,,,,,0.6440,0.0009
,,,,,,0.6449,-0.0145
,,,,,,0.6303,-0.2263
,,,,,,0.4041,0.1284
,,,,,,0.5325,-0.0290
,,,,,,0.5035,-0.0884
,,,,,,0.4152,-0.0995
,,,,,,0.3156,-0.0734
,,,,,,0.2422,-0.0958
,,,,,,0.1464,-0.0624
,,,,,,0.0840,-0.0840
,,,,,,0.8522,-0.2586
,,,,,,0.5936,0.2363
,,,,,,0.8300,-0.8300
,,,,,,0.9197,-0.2162
,,,,,,0.7035,0.1981
,,,,,,0.9017,-0.1208
,,,,,,0.7808,0.1680
,,,,,,0.9489,-0.0136
,,,,,,0.9352,0.0221
,,,,,,0.9574,-0.2709
,,,,,,0.6865,-0.2542
,,,,,,0.4323,0.2201
,,,,,,0.6524,0.2648
,,,,,,0.9172,-0.9172
,,,,,,0.9855,-0.9855
,,,,,,0.9709,-0.9709
,,,,,,0.7832,0.1673
,,,,,,0.9505,0.0047
,,,,,,0.9552,-0.0154
,,,,,,0.9398,-0.0412
,,,,,,0.8986,0.0356
,,,,,,0.9342,-0.0100
,,,,,,0.9241,-0.0042
,,,,,,0.9199,-0.0002
,,,,,,0.9198,-0.0026
,,,,,,0.9172,-0.0036
,,,,,,0.9136,-0.0023
,,,,,,0.9113,0.0035
,,,,,,0.9148,-0.0008
,,,,,,0.9140,-0.0031
,,,,,,0.9108,-0.0018
,,,,,,0.9090,-0.0053
,,,,,,0.9038,0.0011
,,,,,,0.9049,-0.0043
,,,,,,0.9006,-0.0032
,,,,,,0.8973,-0.0036
,,,,,,0.8937,-0.0037
,,,,,,0.8900,-0.0008
,,,,,,0.8892,-0.0001
,,,,,,0.8892,-0.0037
,,,,,,0.8855,-0.0045
,,,,,,0.8809,-0.0135
,,,,,,0.8674,0.0041
,,,,,,0.8715,-0.0084
,,,,,,0.8632,-0.0063
,,,,,,0.8569,-0.0024
,,,,,,0.8545,-0.0072
,,,,,,0.8473,-0.0106
,,,,,,0.8367,-0.0045
,,,,,,0.8322,-0.0154
,,,,,,0.8168,-0.0071
,,,,,,0.8097,-0.0165
,,,,,,0.7932,-0.0194
,,,,,,0.7738,-0.1746
,,,,,,0.5992,0.0434
,,,,,,0.6425,0.0803
,,,,,,0.7229,-0.0344
,,,,,,0.6884,-0.0339
,,,,,,0.6546,-0.0521
,,,,,,0.6025,-0.0665
,,,,,,0.5360,-0.1180
,,,,,,0.4180,-0.1360
,,,,,,0.2819,-0.1243
,,,,,,0.1576,-0.0778
,,,,,,0.0798,-0.0798
,,,,,,0.9794,-0.0343
,,,,,,0.9451,-0.0166
,,,,,,0.9285,0.0191
,,,,,,0.9476,-0.1506
,,,,,,0.7970,0.0824
,,,,,,0.8794,0.0983
,,,,,,0.9777,-0.0911
,,,,,,0.8866,-0.8866
,,,,,,0.9757,-0.9757
,,,,,,0.9561,0.0293
,,,,,,0.9853,0.0103
,,,,,,0.9956,0.0013
,,,,,,0.9969,-0.9969
,,,,,,0.9088,-0.1393
,,,,,,0.7695,0.1335
,,,,,,0.9030,0.0177
,,,,,,0.9207,-0.0990
,,,,,,0.8216,-0.1941
,,,,,,0.6275,0.3068
,,,,,,0.9343,-0.0628
,,,,,,0.8715,0.0218
,,,,,,0.8932,-0.0666
,,,,,,0.8266,0.0631
,,,,,,0.8897,-0.0001
,,,,,,0.8897,0.0087
,,,,,,0.8984,-0.1854
,,,,,,0.7130,-0.0877
,,,,,,0.6253,0.2022
,,,,,,0.8276,-0.1618
,,,,,,0.6658,0.1609
,,,,,,0.8266,0.1338
,,,,,,0.9604,0.0079
,,,,,,0.9683,-0.0983
,,,,,,0.8700,0.1246
,,,,,,0.9946,-0.1165
,,,,,,0.8781,0.0124
,,,,,,0.8905,0.0752
,,,,,,0.9657,-0.0042
,,,,,,0.9615,-0.0406
,,,,,,0.9209,-0.0017
,,,,,,0.9192,-0.0028
,,,,,,0.9164,-0.0067
,,,,,,0.9097,-0.0098
,,,,,,0.8998,-0.0087
,,,,,,0.8912,-0.0160
,,,,,,0.8752,-0.0083
,,,,,,0.8669,-0.0228
,,,,,,0.8441,-0.0735
,,,,,,0.7707,-0.0071
,,,,,,0.7636,-0.0528
,,,,,,0.7108,-0.0808
,,,,,,0.6301,-0.2322
,,,,,,0.3978,-0.1811
,,,,,,0.2167,-0.0357
,,,,,,0.1810,-0.0803
,,,,,,0.1007,-0.0287
,,,,,,0.0721,-0.0721
,,,,,,0.4949,0.2276
,,,,,,0.7225,-0.2463
,,,,,,0.4762,0.1520
,,,,,,0.6282,0.1292
,,,,,,0.7574,-0.7574
,,,,,,0.8897,0.0195
,,,,,,0.9092,-0.1049
,,,,,,0.8043,-0.1722
,,,,,,0.6321,0.3144
,,,,,,0.9465,-0.9465
,,,,,,0.9956,-0.0020
,,,,,,0.9936,-0.0005
,,,,,,0.9932,-0.0052
,,,,,,0.9879,0.0000
,,,,,,0.9879,0.0002
,,,,,,0.9881,-0.0077
,,,,,,0.9804,-0.1349
,,,,,,0.8455,-0.0783
,,,,,,0.7671,0.0527
,,,,,,0.8198,-0.2403
,,,,,,0.5796,0.0729
,,,,,,0.6525,-0.0987
,,,,,,0.5538,-0.0468
,,,,,,0.5070,-0.1136
,,,,,,0.3934,0.1322
,,,,,,0.5255,0.2122
,,,,,,0.7377,-0.1710
,,,,,,0.5667,-0.3430
,,,,,,0.2237,-0.0333
,,,,,,0.1904,-0.1904
,,,,,,0.8247,-0.2008
,,,,,,0.6239,0.0028
,,,,,,0.6268,0.1305
,,,,,,0.7573,0.1376
,,,,,,0.8950,-0.8950
,,,,,,0.9618,-0.3457
,,,,,,0.6161,0.0857
,,,,,,0.7018,-0.7018
,,,,,,0.9947,-0.0152
,,,,,,0.9795,-0.5113
,,,,,,0.4682,0.4236
,,,,,,0.8918,-0.8918
,,,,,,0.9646,0.0378
,,,,,,0.9894,0.0144
,,,,,,0.9948,-0.0040
,,,,,,0.9908,-0.0048
,,,,,,0.9860,-0.0053
,,,,,,0.9807,-0.0017
,,,,,,0.9790,-0.0016
,,,,,,0.9774,-0.0067
,,,,,,0.9707,-0.0066
,,,,,,0.9641,-0.0026
,,,,,,0.9615,-0.0200
,,,,,,0.9415,0.0115
,,,,,,0.9530,-0.0033
,,,,,,0.9497,0.0005
,,,,,,0.9502,-0.0040
,,,,,,0.9463,0.0031
,,,,,,0.9493,-0.0032
,,,,,,0.9461,-0.0014
,,,,,,0.9447,-0.0044
,,,,,,0.9403,-0.0054
,,,,,,0.9349,0.0010
,,,,,,0.9359,-0.0188
,,,,,,0.9170,0.0198
,,,,,,0.9368,-0.0005
,,,,,,0.9363,-0.0012
,,,,,,0.9351,-0.0056
,,,,,,0.9295,-0.0047
,,,,,,0.9248,-0.0007
,,,,,,0.9241,-0.0051
,,,,,,0.9189,-0.0106
,,,,,,0.9083,0.0009
,,,,,,0.9091,-0.0132
,,,,,,0.8959,0.0000
,,,,,,0.8960,-0.0046
,,,,,,0.8914,-0.0072
,,,,,,0.8842,-0.0527
,,,,,,0.8316,-0.0244
,,,,,,0.8072,0.0861
,,,,,,0.8933,-0.0649
,,,,,,0.8284,-0.0307
,,,,,,0.7977,-0.0062
,,,,,,0.7914,0.0170
,,,,,,0.8084,-0.0809
,,,,,,0.7274,-0.1463
,,,,,,0.5811,-0.0592
,,,,,,0.5220,-0.0531
,,,,,,0.4689,-0.0425
,,,,,,0.4264,-0.0804
,,,,,,0.3459,-0.1196
,,,,,,0.2264,-0.0732
,,,,,,0.1532,-0.0880
,,,,,,0.5187,0.1942
,,,,,,0.7129,-0.2425
,,,,,,0.4703,0.1514
,,,,,,0.6217,0.3104
,,,,,,0.9321,0.0235
,,,,,,0.9556,-0.9556
,,,,,,0.7836,-0.1448
,,,,,,0.6388,0.0589
,,,,,,0.6976,0.1929
,,,,,,0.8905,-0.2502
,,,,,,0.6404,0.3033
,,,,,,0.9436,0.0222
,,,,,,0.9658,-0.9658
,,,,,,0.9822,0.0185
,,,,,,0.9878,-0.0336
,,,,,,0.9542,-0.0027
,,,,,,0.9515,0.0162
,,,,,,0.9676,-0.0247
,,,,,,0.9429,0.0377
,,,,,,0.9806,0.0058
,,,,,,0.9865,-0.0088
,,,,,,0.9777,-0.0074
,,,,,,0.9703,-0.0191
,,,,,,0.9512,0.0222
,,,,,,0.9734,0.0314
,,,,,,0.8543,-0.0044
,,,,,,0.8499,0.0503
,,,,,,0.9002,0.0640
,,,,,,0.9642,0.0066
