Kt*_C_NA_Nzi,ΔKt*_C_NA_Nzi,Kt*_Cy_NA_Nzi,ΔKt*_Cy_NA_Nzi,Kt*_I_NA_Nzi,ΔKt*_I_NA_Nzi,Kt*_AD_NA_Nzi,ΔKt*_AD_NA_Nzi
,,,,,,0.2444,-0.1707
,,,,,,0.2023,-0.1231
,,,,,,0.0792,-0.0494
,,,,,,0.0298,0.0331
,,,,,,0.0630,0.0692
,,,,,,0.1321,0.0454
,,,,,,0.1775,0.0353
,,,,,,0.2129,0.1827
,,,,,,0.3956,-0.1525
,,,,,,0.2431,-0.1369
,,,,,,0.1062,-0.0514
,,,,,,0.0549,0.0079
,,,,,,0.0628,-0.0199
,,,,,,0.0428,0.0263
,,,,,,0.0691,0.0166
,,,,,,0.0857,0.0412
,,,,,,0.1269,-0.0505
,,,,,,0.0764,0.0173
,,,,,,0.0936,0.0795
,,,,,,0.1732,-0.1319
,,,,,,0.0413,0.0190
,,,,,,0.0603,0.0333
,,,,,,0.0936,0.0290
,,,,,,0.1226,-0.0505
,,,,,,0.0721,-0.0208
,,,,,,0.0513,-0.0152
,,,,,,0.0361,0.0088
,,,,,,0.0449,0.0062
,,,,,,0.0511,0.0108
,,,,,,0.0619,0.0113
,,,,,,0.0732,0.0283
,,,,,,0.1015,0.0587
,,,,,,0.1603,0.1153
,,,,,,0.2756,0.3047
,,,,,,0.5803,-0.2640
,,,,,,0.3162,-0.1675
,,,,,,0.1488,-0.0448
,,,,,,0.1039,-0.0024
,,,,,,0.1015,-0.0002
,,,,,,0.1013,-0.0179
,,,,,,0.0834,0.0060
,,,,,,0.0894,0.0103
,,,,,,0.0997,-0.0069
,,,,,,0.0928,-0.0133
,,,,,,0.0795,-0.0035
,,,,,,0.0760,0.0000
,,,,,,0.0760,0.0223
,,,,,,0.0983,0.0468
,,,,,,0.1451,0.0216
,,,,,,0.1667,-0.1051
,,,,,,0.0616,0.0338
,,,,,,0.0955,0.0177
,,,,,,0.1132,0.0243
,,,,,,0.1375,0.0040
,,,,,,0.1415,0.0251
,,,,,,0.1666,0.0085
,,,,,,0.1751,0.0032
,,,,,,0.1783,0.0126
,,,,,,0.1909,0.0508
,,,,,,0.2417,0.1412
,,,,,,0.3830,0.1274
,,,,,,0.5104,-0.0620
,,,,,,0.4483,-0.0714
,,,,,,0.3770,-0.0563
,,,,,,0.3206,-0.0508
,,,,,,0.2698,-0.0774
,,,,,,0.1924,-0.0798
,,,,,,0.1127,-0.0626
,,,,,,0.0501,0.0019
,,,,,,0.0520,0.0175
,,,,,,0.0696,0.0000
,,,,,,0.0696,-0.0068
,,,,,,0.0628,-0.0233
,,,,,,0.2751,-0.0193
,,,,,,0.2558,-0.1279
,,,,,,0.1279,0.0681
,,,,,,0.1960,0.0089
,,,,,,0.2049,-0.0846
,,,,,,0.1204,-0.0708
,,,,,,0.0496,0.0771
,,,,,,0.1267,0.0680
,,,,,,0.1947,-0.0234
,,,,,,0.1713,-0.0219
,,,,,,0.1495,-0.0241
,,,,,,0.1254,0.0278
,,,,,,0.1531,-0.0114
,,,,,,0.1418,0.0040
,,,,,,0.1457,0.0682
,,,,,,0.2140,0.0645
,,,,,,0.2785,-0.1765
,,,,,,0.1020,-0.0716
,,,,,,0.0304,0.0819
,,,,,,0.1123,0.0383
,,,,,,0.1505,-0.0112
,,,,,,0.1393,0.0028
,,,,,,0.1421,-0.0484
,,,,,,0.0937,0.0096
,,,,,,0.1033,-0.0115
,,,,,,0.0918,-0.0098
,,,,,,0.0820,0.0020
,,,,,,0.0840,0.0048
,,,,,,0.0887,0.0031
,,,,,,0.0918,0.0004
,,,,,,0.0921,0.0122
,,,,,,0.1043,0.0238
,,,,,,0.1281,0.0255
,,,,,,0.1536,0.0129
,,,,,,0.1665,-0.0042
,,,,,,0.1624,0.0374
,,,,,,0.1998,0.0351
,,,,,,0.2348,0.0619
,,,,,,0.2967,0.0978
,,,,,,0.3945,0.0832
,,,,,,0.4777,-0.0175
,,,,,,0.4603,0.0495
,,,,,,0.5097,0.1103
,,,,,,0.6201,-0.0192
,,,,,,0.6009,-0.0423
,,,,,,0.5586,0.0022
,,,,,,0.5608,-0.0649
,,,,,,0.4959,-0.0394
,,,,,,0.4565,-0.0441
,,,,,,0.4124,-0.0582
,,,,,,0.3542,0.0003
,,,,,,0.3545,-0.0329
,,,,,,0.3216,-0.0324
,,,,,,0.2892,-0.0099
,,,,,,0.2793,-0.0287
,,,,,,0.2506,-0.0446
,,,,,,0.2060,-0.0161
,,,,,,0.1899,0.0019
,,,,,,0.1918,0.0160
,,,,,,0.2078,0.0326
,,,,,,0.2404,0.0191
,,,,,,0.2595,0.0237
,,,,,,0.2832,0.0144
,,,,,,0.2976,0.0166
,,,,,,0.3142,0.0085
,,,,,,0.3227,0.0032
,,,,,,0.3259,0.0007
,,,,,,0.3266,-0.0102
,,,,,,0.3164,-0.0473
,,,,,,0.2692,-0.0340
,,,,,,0.2351,-0.0685
,,,,,,0.1667,-0.0683
,,,,,,0.7866,0.0677
,,,,,,0.8543,-0.0151
,,,,,,0.8393,0.0139
,,,,,,0.8532,-0.0432
,,,,,,0.8100,0.0551
,,,,,,0.8651,0.1241
,,,,,,0.9893,-0.0226
,,,,,,0.9667,-0.1003
,,,,,,0.8664,-0.2532
,,,,,,0.6132,0.0290
,,,,,,0.6423,0.0796
,,,,,,0.7218,0.0895
,,,,,,0.8113,-0.5179
,,,,,,0.2934,0.2689
,,,,,,0.5623,0.2477
,,,,,,0.8100,-0.0765
,,,,,,0.7334,0.1020
,,,,,,0.8354,-0.6014
,,,,,,0.2340,0.0795
,,,,,,0.3134,0.0121
,,,,,,0.3255,-0.0228
,,,,,,0.3028,0.1120
,,,,,,0.4148,-0.0262
,,,,,,0.3886,-0.0384
,,,,,,0.3502,-0.0094
,,,,,,0.3407,-0.0727
,,,,,,0.2680,-0.0224
,,,,,,0.2456,-0.1059
,,,,,,0.1397,-0.0325
,,,,,,0.1072,-0.0310
,,,,,,0.0762,0.0083
,,,,,,0.0845,-0.0076
,,,,,,0.0769,0.0208
,,,,,,0.0978,0.2610
,,,,,,0.3587,-0.0124
,,,,,,0.3463,-0.1853
,,,,,,0.1611,0.0439
,,,,,,0.2050,0.1604
,,,,,,0.3654,0.4300
,,,,,,0.7954,-0.0237
,,,,,,0.7717,-0.1791
,,,,,,0.5927,0.0253
,,,,,,0.6179,-0.2430
,,,,,,0.3749,0.0339
,,,,,,0.4088,-0.1023
,,,,,,0.3065,-0.0076
,,,,,,0.2988,0.0627
,,,,,,0.3616,0.1174
,,,,,,0.4790,-0.1238
,,,,,,0.3552,0.1180
,,,,,,0.4732,0.1242
,,,,,,0.5974,-0.1255
,,,,,,0.4719,0.0768
,,,,,,0.5487,-0.2811
,,,,,,0.2676,-0.0382
,,,,,,0.2295,0.0736
,,,,,,0.3030,-0.0115
,,,,,,0.2915,0.0352
,,,,,,0.3267,-0.0510
,,,,,,0.2757,0.0047
,,,,,,0.2804,-0.0447
,,,,,,0.2357,-0.0280
,,,,,,0.2077,-0.0618
,,,,,,0.1458,-0.0562
,,,,,,0.0896,-0.0896
,,,,,,0.9438,-0.9438
,,,,,,0.9037,-0.0967
,,,,,,0.8070,0.0580
,,,,,,0.8649,-0.8649
,,,,,,0.7391,-0.2639
,,,,,,0.4753,-0.2101
,,,,,,0.2652,-0.0900
,,,,,,0.1752,-0.1031
,,,,,,0.0722,-0.0129
,,,,,,0.0593,0.0248
,,,,,,0.0840,-0.0139
,,,,,,0.0701,0.1460
,,,,,,0.2161,-0.0027
,,,,,,0.2134,0.0369
,,,,,,0.2503,-0.0509
,,,,,,0.1994,-0.1127
,,,,,,0.0867,-0.0103
,,,,,,0.0764,-0.0221
,,,,,,0.0544,0.0496
,,,,,,0.1039,0.1052
,,,,,,0.2092,0.1488
,,,,,,0.3580,0.1296
,,,,,,0.4876,0.2749
,,,,,,0.7625,-0.7625
,,,,,,0.7256,-0.2814
,,,,,,0.4442,0.2067
,,,,,,0.6508,-0.3681
,,,,,,0.2827,-0.0750
,,,,,,0.2077,-0.1276
,,,,,,0.0801,-0.0005
,,,,,,0.0796,-0.0039
,,,,,,0.0757,0.0248
,,,,,,0.1004,0.0279
,,,,,,0.1284,-0.0270
,,,,,,0.1014,0.0618
,,,,,,0.1632,0.0967
,,,,,,0.2598,-0.0383
,,,,,,0.2216,0.0042
,,,,,,0.2258,0.1033
,,,,,,0.3291,-0.1009
,,,,,,0.2281,-0.1584
,,,,,,0.0698,0.0600
,,,,,,0.1297,0.0127
,,,,,,0.1425,0.0196
,,,,,,0.1621,0.0290
,,,,,,0.1911,0.0401
,,,,,,0.2312,-0.0580
,,,,,,0.1733,-0.0407
,,,,,,0.1325,0.0127
,,,,,,0.1452,0.0260
,,,,,,0.1712,0.0982
,,,,,,0.2694,0.1799
,,,,,,0.4493,0.1461
,,,,,,0.5954,0.1627
,,,,,,0.7581,0.0637
,,,,,,0.8218,-0.0054
,,,,,,0.8164,-0.0884
,,,,,,0.7280,-0.0695
,,,,,,0.6585,-0.1817
,,,,,,0.4767,-0.1512
,,,,,,0.3255,-0.1386
,,,,,,0.1869,-0.0739
,,,,,,0.1130,0.2611
,,,,,,0.3741,-0.3741
,,,,,,0.8881,-0.1052
,,,,,,0.7829,-0.2292
,,,,,,0.5536,0.3187
,,,,,,0.8723,-0.5149
,,,,,,0.3575,-0.0170
,,,,,,0.3404,0.0936
,,,,,,0.4340,0.0749
,,,,,,0.5089,0.2942
,,,,,,0.8031,-0.4494
,,,,,,0.3537,0.1234
,,,,,,0.4772,-0.2050
,,,,,,0.2722,0.0153
,,,,,,0.2875,0.0551
,,,,,,0.3426,-0.3426
,,,,,,0.8343,-0.0073
,,,,,,0.8270,-0.1686
,,,,,,0.6584,-0.0055
,,,,,,0.6529,-0.1235
,,,,,,0.5293,0.0080
,,,,,,0.5373,0.1161
,,,,,,0.6534,0.0500
,,,,,,0.7034,-0.1033
,,,,,,0.6001,0.0100
,,,,,,0.6101,-0.2060
,,,,,,0.4041,-0.0100
,,,,,,0.3941,0.0998
,,,,,,0.4940,-0.0548
,,,,,,0.4392,-0.0411
,,,,,,0.3981,0.0260
,,,,,,0.4240,0.0432
,,,,,,0.4673,0.0268
,,,,,,0.4941,-0.0039
,,,,,,0.4902,0.0013
,,,,,,0.4915,-0.0458
,,,,,,0.4457,-0.0095
,,,,,,0.4361,0.0152
,,,,,,0.4513,0.0890
,,,,,,0.5403,-0.0109
,,,,,,0.5294,-0.0652
,,,,,,0.4642,-0.0877
,,,,,,0.3765,-0.0888
,,,,,,0.2878,-0.0240
,,,,,,0.2638,0.0146
,,,,,,0.2784,-0.0259
,,,,,,0.2525,0.0272
,,,,,,0.2797,0.0417
,,,,,,0.3214,0.0793
,,,,,,0.4007,0.1327
,,,,,,0.5334,-0.0020
,,,,,,0.5314,0.0949
,,,,,,0.6262,-0.1614
,,,,,,0.4649,-0.1109
,,,,,,0.3539,-0.0711
,,,,,,0.2828,0.0043
,,,,,,0.2872,0.0156
,,,,,,0.3028,-0.0548
,,,,,,0.2480,-0.0071
,,,,,,0.2409,0.0225
,,,,,,0.2633,-0.0467
,,,,,,0.2167,-0.0365
,,,,,,0.1802,0.0061
,,,,,,0.1863,-0.0107
,,,,,,0.1756,-0.0418
,,,,,,0.1338,-0.0332
,,,,,,0.1007,-0.0343
,,,,,,0.0664,-0.0664
,,,,,,0.0994,-0.0006
,,,,,,0.0989,0.0064
,,,,,,0.1053,0.0211
,,,,,,0.1264,-0.0097
,,,,,,0.1166,0.0374
,,,,,,0.1540,0.0560
,,,,,,0.2101,0.1407
,,,,,,0.3508,0.0311
,,,,,,0.3819,0.1529
,,,,,,0.5348,0.0042
,,,,,,0.5390,0.0851
,,,,,,0.6241,-0.0707
,,,,,,0.5535,0.0965
,,,,,,0.6500,-0.1127
,,,,,,0.5372,-0.0378
,,,,,,0.4994,0.1084
,,,,,,0.6079,-0.2115
,,,,,,0.3964,-0.0397
,,,,,,0.3567,-0.1181
,,,,,,0.2386,0.0324
,,,,,,0.2709,0.0258
,,,,,,0.2968,-0.0835
,,,,,,0.2133,0.0061
,,,,,,0.2194,0.1570
,,,,,,0.3763,0.0419
,,,,,,0.4182,0.1533
,,,,,,0.5715,0.0738
,,,,,,0.6453,-0.0662
,,,,,,0.5791,0.0458
,,,,,,0.6248,-0.0236
,,,,,,0.6012,-0.0965
,,,,,,0.5047,-0.0598
,,,,,,0.4449,0.0073
,,,,,,0.4522,-0.0977
,,,,,,0.3545,-0.0766
,,,,,,0.2779,-0.0306
,,,,,,0.2473,-0.0577
,,,,,,0.1897,-0.0304
,,,,,,0.1592,0.0991
,,,,,,0.2583,-0.0418
,,,,,,0.2165,0.0291
,,,,,,0.2455,0.1924
,,,,,,0.4380,-0.0049
,,,,,,0.4331,-0.1579
,,,,,,0.2751,0.3377
,,,,,,0.6129,0.3008
,,,,,,0.9137,-0.1442
,,,,,,0.7695,0.0017
,,,,,,0.7713,-0.0821
,,,,,,0.6891,-0.1278
,,,,,,0.5614,-0.2105
,,,,,,0.3508,-0.1268
,,,,,,0.2240,0.0244
,,,,,,0.2484,0.1898
,,,,,,0.4382,0.4396
,,,,,,0.8777,-0.0716
,,,,,,0.8061,-0.0122
,,,,,,0.7939,-0.0179
,,,,,,0.7760,-0.0240
,,,,,,0.7521,-0.0134
,,,,,,0.7386,-0.0243
,,,,,,0.7144,-0.0982
,,,,,,0.6162,0.0131
,,,,,,0.6293,-0.0443
,,,,,,0.5850,-0.0857
,,,,,,0.4993,-0.0521
,,,,,,0.4472,-0.1220
,,,,,,0.3252,-0.1305
,,,,,,0.1947,-0.0834
,,,,,,0.1113,-0.0574
,,,,,,0.0539,-0.0539
,,,,,,0.1119,0.0197
,,,,,,0.1316,0.0350
,,,,,,0.1666,0.0620
,,,,,,0.2287,0.1721
,,,,,,0.4008,0.0192
,,,,,,0.4201,0.2315
,,,,,,0.6516,0.0572
,,,,,,0.7088,-0.0788
,,,,,,0.6300,-0.1583
,,,,,,0.4717,-0.0563
,,,,,,0.4154,-0.0530
,,,,,,0.3624,0.0127
,,,,,,0.3751,-0.0771
,,,,,,0.2980,0.0268
,,,,,,0.3248,-0.0098
,,,,,,0.3150,-0.1546
,,,,,,0.1604,-0.0284
,,,,,,0.1320,0.0358
,,,,,,0.1679,0.0129
,,,,,,0.1807,0.1197
,,,,,,0.3005,0.0681
,,,,,,0.3686,-0.1690
,,,,,,0.1996,-0.0151
,,,,,,0.1845,-0.0477
,,,,,,0.1368,-0.0002
,,,,,,0.1366,0.0286
,,,,,,0.1652,0.0217
,,,,,,0.1869,0.0284
,,,,,,0.2153,0.0352
,,,,,,0.2505,0.1885
,,,,,,0.4390,-0.0923
,,,,,,0.3467,0.0189
,,,,,,0.3655,0.1317
,,,,,,0.4972,-0.1645
,,,,,,0.3327,0.0138
,,,,,,0.3465,0.0829
,,,,,,0.4295,0.0131
,,,,,,0.4425,-0.0238
,,,,,,0.4187,0.0662
,,,,,,0.4849,0.1145
,,,,,,0.5994,-0.0390
,,,,,,0.5605,-0.1188
,,,,,,0.4417,-0.0470
,,,,,,0.3947,0.0228
,,,,,,0.4175,0.2166
,,,,,,0.6341,0.2974
,,,,,,0.9314,-0.1433
,,,,,,0.7881,-0.7881
,,,,,,0.9895,-0.1442
,,,,,,0.8453,-0.3496
,,,,,,0.4957,0.0759
,,,,,,0.5717,0.2705
,,,,,,0.8421,-0.0400
,,,,,,0.8022,-0.0062
,,,,,,0.7959,-0.0760
,,,,,,0.7200,-0.3341
,,,,,,0.3859,0.0128
,,,,,,0.3987,0.1825
,,,,,,0.5812,0.1427
,,,,,,0.7239,-0.2660
,,,,,,0.4579,-0.1440
,,,,,,0.3139,0.0008
,,,,,,0.3147,-0.0792
,,,,,,0.2355,-0.0657
,,,,,,0.1698,-0.0308
,,,,,,0.1390,-0.0049
,,,,,,0.1341,-0.0237
,,,,,,0.1104,-0.0190
,,,,,,0.0915,-0.0063
,,,,,,0.0852,-0.0852
,,,,,,0.0340,0.0023
,,,,,,0.0363,0.0098
,,,,,,0.0460,0.0099
,,,,,,0.0559,0.0030
,,,,,,0.0589,-0.0047
,,,,,,0.0542,0.0164
,,,,,,0.0707,-0.0347
,,,,,,0.0359,0.0203
,,,,,,0.0562,0.0375
,,,,,,0.0937,-0.0172
,,,,,,0.0765,0.0695
,,,,,,0.1460,0.0898
,,,,,,0.2359,-0.0099
,,,,,,0.2260,0.0640
,,,,,,0.2900,0.0340
,,,,,,0.3240,-0.0181
,,,,,,0.3058,-0.0454
,,,,,,0.2604,-0.0336
,,,,,,0.2268,0.0433
,,,,,,0.2701,0.0478
,,,,,,0.3178,0.0331
,,,,,,0.3509,0.0190
,,,,,,0.3700,0.0363
,,,,,,0.4063,0.0366
,,,,,,0.4429,-0.0661
,,,,,,0.3768,-0.0607
,,,,,,0.3161,0.0072
,,,,,,0.3233,0.0385
,,,,,,0.3618,-0.0219
,,,,,,0.3399,-0.0823
,,,,,,0.2576,0.1304
,,,,,,0.3881,0.0051
,,,,,,0.3932,-0.0476
,,,,,,0.3456,-0.0056
,,,,,,0.3400,0.0286
,,,,,,0.3686,0.0523
,,,,,,0.4209,0.1210
,,,,,,0.5419,0.0895
,,,,,,0.6314,-0.1794
,,,,,,0.4520,0.0603
,,,,,,0.5123,0.3798
,,,,,,0.8921,-0.1779
,,,,,,0.7142,-0.1771
,,,,,,0.5371,-0.0168
,,,,,,0.5204,0.1006
,,,,,,0.6210,0.2226
,,,,,,0.8436,-0.0211
,,,,,,0.8225,0.1197
,,,,,,0.9422,-0.1363
,,,,,,0.8059,-0.0066
,,,,,,0.7993,0.2033
,,,,,,0.8249,-0.1543
,,,,,,0.6706,-0.1703
,,,,,,0.5003,0.0310
,,,,,,0.5312,-0.1230
,,,,,,0.4083,-0.0340
,,,,,,0.3743,-0.1159
,,,,,,0.2584,-0.0604
,,,,,,0.1980,-0.0209
,,,,,,0.1771,-0.0409
,,,,,,0.1362,0.0295
,,,,,,0.1657,0.2846
,,,,,,0.4502,0.1038
,,,,,,0.5541,-0.0586
,,,,,,0.4954,-0.0700
,,,,,,0.4254,-0.0145
,,,,,,0.4109,-0.1823
,,,,,,0.2286,-0.0840
,,,,,,0.1446,-0.0461
,,,,,,0.0986,-0.0112
,,,,,,0.0874,-0.0770
,,,,,,0.0651,0.0450
,,,,,,0.1100,-0.0089
,,,,,,0.1011,-0.0247
,,,,,,0.0764,-0.0266
,,,,,,0.0499,0.0031
,,,,,,0.0529,-0.0009
,,,,,,0.0520,0.0016
,,,,,,0.0536,0.0188
,,,,,,0.0724,-0.0096
,,,,,,0.0627,-0.0359
,,,,,,0.0268,-0.0072
,,,,,,0.0196,0.0002
,,,,,,0.0198,0.0007
,,,,,,0.0204,0.0013
,,,,,,0.0217,0.0036
,,,,,,0.0253,0.0127
,,,,,,0.0380,0.0212
,,,,,,0.0592,0.0391
,,,,,,0.0983,0.0871
,,,,,,0.1854,0.1343
,,,,,,0.3196,0.0582
,,,,,,0.3778,-0.0281
,,,,,,0.3497,-0.0234
,,,,,,0.3263,0.0152
,,,,,,0.3414,0.0581
,,,,,,0.3995,0.0354
,,,,,,0.4349,0.0405
,,,,,,0.4754,0.1722
,,,,,,0.6476,0.1968
,,,,,,0.8444,-0.0867
,,,,,,0.7576,-0.1593
,,,,,,0.5983,-0.0647
,,,,,,0.5336,0.0124
,,,,,,0.5459,0.0272
,,,,,,0.5731,0.0293
,,,,,,0.6024,-0.0838
,,,,,,0.5186,-0.0943
,,,,,,0.4243,0.4816
,,,,,,0.9059,-0.1792
,,,,,,0.7267,0.0580
,,,,,,0.7847,0.0771
,,,,,,0.8619,-0.2255
,,,,,,0.6364,-0.6364
,,,,,,0.9770,-0.4447
,,,,,,0.5323,-0.0741
,,,,,,0.4582,0.3203
,,,,,,0.7785,-0.7785
,,,,,,0.7392,0.2032
,,,,,,0.9424,-0.2377
,,,,,,0.7047,-0.0332
,,,,,,0.6715,-0.1311
,,,,,,0.5403,0.0629
,,,,,,0.6033,-0.1361
,,,,,,0.4672,0.0030
,,,,,,0.4701,0.0389
,,,,,,0.5090,-0.0078
,,,,,,0.5012,0.0739
,,,,,,0.5751,0.0837
,,,,,,0.6588,-0.6588
,,,,,,0.9993,-0.4100
,,,,,,0.5893,0.0722
,,,,,,0.6615,0.2149
,,,,,,0.8764,-0.0250
,,,,,,0.8515,-0.1445
,,,,,,0.7070,0.1476
,,,,,,0.8546,-0.2683
,,,,,,0.5863,-0.1747
,,,,,,0.4116,-0.1683
,,,,,,0.4696,-0.0299

